"","pid","year","mean_temp_grid","total_rain_grid","Jan_temp_grid","Feb_temp_grid","Mar_temp_grid","Jan_rain_grid","Feb_rain_grid","Mar_rain_grid","max_humid_ncdc","min_humid_ncdc","Jan_humid_ncdc","Feb_humid_ncdc","Mar_humid_ncdc","max_temp_ncdc","min_temp_ncdc","Jan_temp_ncdc","Feb_temp_ncdc","Mar_temp_ncdc","Jan_temp_noaa","Feb_temp_noaa","Mar_temp_noaa","total_rain_noaa","max_rain_noaa","Jan_rain_max","Feb_rain_max","Mar_rain_max","Jan_rain_total","Feb_rain_total","Mar_rain_total"
"11","TH01",2010,24.0894989013672,51.8486291626468,22.0099960327149,25.5449996948242,29.6250015258789,0.447517097927629,7.48200035095215,21.9304521083832,89.5238410596026,31.3814569536424,92.9096774193548,88.1821428571428,78.2387096774194,32.5019867549669,17.641059602649,31.3451612903226,33.75,36.4032258064516,32.3516129032258,34.5607142857143,36.7516129032258,NA,NA,11.7,NA,0,13.3,NA,0
"12","TH01",2011,22.6744995117188,241.187537234277,22.1075073242188,23.0024963378906,25.7599960327149,0.660543184727431,91.249758720398,118.976560592651,93.005298013245,37.3205298013245,95.4516129032258,91.3928571428571,87.9903225806452,31.0112582781457,17.7337748344371,29.3032258064516,32.5357142857143,32.7967741935484,30.5774193548387,33.9321428571429,33.3322580645161,NA,NA,7.4,0.3,46.5,13.2,0.3,184
"13","TH01",2012,23.5510009765625,110.487610265613,22.6699996948242,25.0025039672852,27.5699935913086,3.43674930930139,21.409921169281,74.5360264778138,92.8585526315789,34.6855263157895,95.9516129032258,92.8275862068966,85.0258064516129,31.6223684210526,17.1855263157895,29.7516129032258,33.7103448275862,35.5838709677419,NA,35.2758620689655,37.1709677419355,NA,NA,2,NA,NA,3.3,NA,NA
"14","TH01",2013,24.271501159668,93.2207902669906,23.9875045776367,25.0475021362305,28.7524963378906,9.33164113759995,23.1029119491577,28.8251665234566,92.9192052980132,35.9615894039735,96.1322580645161,93.15,84.4677419354839,32.3675496688742,18.5490066225166,29.8709677419355,34.0964285714286,36.1806451612903,NA,36.5357142857143,37.2,125.8,47.5,2.3,2,9.7,2.3,2,18.6
"15","TH01",2014,22.9505004882813,107.491993363015,22.0925003051758,25.5725036621094,28.4324966430664,0.731702519580722,8.6586594581604,63.2468576431273,94.4629139072848,35.5026490066225,97.7451612903226,95,86.7612903225806,31.2649006622517,17.0145695364238,28.7741935483871,32.3214285714286,36.7677419354839,30.4870967741935,33.7785714285714,37.6806451612903,NA,NA,NA,NA,NA,NA,NA,NA
"16","TH02",2000,21.7977996826172,213.431259945035,21.1929992675782,23.1370025634766,26.2059967041016,34.1541544198991,42.1791678667068,125.769296169281,88.5796052631579,35.0427631578947,89.5161290322581,84.0689655172414,80.441935483871,30.0039473684211,17.15,29.9870967741935,31.2344827586207,33.5161290322581,NA,NA,NA,73.3,14,0,14,5.3,0,40,7.9
"17","TH02",2001,23.3140020751953,95.6941193789244,22.1070068359375,24.1330047607422,28.0730010986329,2.01503272354603,71.4247055053711,12.4641473889351,89.7397350993378,39.0046357615894,90.7,80.925,87.3870967741936,31.0079470198676,17.9225165562914,30.6387096774194,33.1785714285714,31.8064516129032,NA,NA,NA,NA,NA,NA,NA,19.1,NA,NA,30.3
"18","TH02",2002,22.3750012207032,69.6065689623356,21.3920043945313,23.7120025634766,26.5690032958985,14.1043195128441,7.04635536670685,30.0357141494751,89.0907284768212,38.887417218543,93.0129032258065,87.9535714285714,77.2741935483871,30.9132450331126,17.3807947019868,29.1096774193548,32.6464285714286,34.7032258064516,NA,NA,NA,49.7,21.3,0.3,6.9,1,0.3,8.5,1.8
"19","TH02",2003,22.2276007080078,149.016209810972,20.6589996337891,23.5589996337891,26.7280029296875,9.31758257746696,26.8138113021851,59.0782289505006,95.5741721854305,48.8794701986755,99.4516129032258,93.3964285714286,87.7225806451613,30.2006622516556,18.3013245033113,27.6483870967742,31.8642857142857,33.7064516129032,NA,NA,NA,568.4,120.9,7.6,0,42.7,19,0,95.7
"20","TH02",2004,22.6152001953125,60.1377995163202,21.1440002441407,25.172998046875,27.6350006103516,5.37756785750388,0.957973375916481,48.7088005542755,87.4,34.8171052631579,92.1258064516129,83.251724137931,71.5451612903226,31.7710526315789,17.4131578947368,29.9645161290323,31.9620689655172,36.1935483870968,NA,NA,NA,16.5,6.1,2.8,4.8,0,5.3,5.1,0
"21","TH02",2005,22.2153997802735,89.253891978413,22.2120025634766,24.2959991455078,26.6440002441407,1.69486834853888,25.3242645263672,58.0327347517015,92.2105960264901,38.3211920529801,96.2677419354839,83.1107142857143,82.7806451612903,31.8966887417219,16.8834437086093,30.558064516129,34.6071428571429,35.1161290322581,NA,NA,NA,53.9,16.3,0,0,12.7,0,0,24.9
"22","TH02",2006,22.5107995605469,181.010696918704,22.1010009765625,24.9699981689453,26.0820037841797,5.94559346139432,23.7622678279877,129.632514953613,94.2708609271523,45.5668874172185,98.9741935483871,92.6928571428571,83.0516129032258,31.5317880794702,18.0973509933775,30.2032258064516,32.8392857142857,36.2806451612903,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,18.1
"23","TH02",2007,22.1042004394532,76.6246686205267,20.668002319336,23.9649993896485,26.9769989013672,3.99908339977266,4.00337100028992,65.4736847877501,91.9158940397351,38.1655629139073,95.841935483871,87.7642857142857,78.3935483870968,31.7370860927152,16.6112582781457,29.8129032258065,32.3892857142857,35.7741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","TH02",2008,22.8278002929688,158.448933477048,21.6490020751954,24.7879974365235,27.1769989013672,23.6911008358002,11.7050786614418,95.3570265769958,92.7736842105263,41.3592105263158,96.3225806451613,88.4448275862069,81.3129032258065,31.1414473684211,18.0414473684211,30.3741935483871,31.8689655172414,35.0193548387097,NA,NA,NA,NA,NA,4.1,19.8,4.8,6.1,25.5,12.8
"25","TH02",2009,22.4896002197266,96.554117342923,22.4730010986328,24.3820037841797,26.7259979248047,0.0689995964057742,26.9248251914978,61.6026980876924,88.746357615894,33.7185430463576,92.1516129032258,83.7285714285714,80.1709677419355,31.3622516556291,17.7105960264901,29.1903225806452,34.1678571428571,34.8161290322581,NA,34.2,34.8967741935484,NA,NA,NA,NA,9.1,NA,NA,17.5
"26","TH02",2010,23.52419921875,51.8486291626468,21.9919982910156,24.8430023193359,28.7640014648438,0.447517097927629,7.48200035095215,21.9304521083832,86.887417218543,31.5198675496689,90.658064516129,83.3857142857143,78.1548387096774,32.3973509933775,18.2158940397351,31.1935483870968,34.0857142857143,35.7967741935484,31.3322580645161,NA,NA,NA,NA,13.7,NA,2.3,30.2,NA,4.3
"27","TH02",2011,21.6975994873047,241.187537234277,21.1349975585938,22.0610015869141,24.7609985351563,0.660543184727431,91.249758720398,118.976560592651,89.6543046357616,37.1900662251656,91.1741935483871,85.1357142857143,85.3064516129032,30.7198675496689,18.4986754966887,29.2225806451613,32.9964285714286,31.1258064516129,29.3322580645161,33.0821428571429,NA,NA,NA,2,0.8,28.4,2.6,1.1,62.9
"28","TH02",2012,22.5234008789063,110.487610265613,21.7480041503907,24.0990020751954,26.5959991455078,3.43674930930139,21.409921169281,74.5360264778138,86.8947368421053,31.1046052631579,90.5161290322581,83.1068965517241,78.0354838709677,32.1039473684211,18.4111842105263,31.0387096774194,33.9172413793103,35.4870967741935,NA,33.951724137931,35.5774193548387,25.4,5.6,5.6,0,2.8,11.2,0,6.9
"29","TH02",2013,23.2316009521485,93.2207902669906,22.9420013427735,24.0610015869141,27.7600036621094,9.33164113759995,23.1029119491577,28.8251665234566,87.8615894039735,33.4854304635762,89.8806451612903,86.1357142857143,79.1096774193548,32.7158940397351,20.035761589404,30.6967741935484,34.1464285714286,35.4709677419355,30.7774193548387,34.25,NA,116.2,24.9,23.9,24.4,13.7,25.7,32,17.3
"30","TH02",2014,21.7562005615235,107.491993363015,20.9730010986328,24.5940002441407,27.2900024414063,0.731702519580722,8.6586594581604,63.2468576431273,87.9046357615894,32.5907284768212,93.0225806451613,85.3928571428571,76.1935483870968,31.1562913907285,17.8933774834437,28.8387096774194,32.8178571428571,36.2516129032258,28.8838709677419,32.9607142857143,36.5064516129032,NA,NA,NA,NA,5.8,NA,NA,5.8
"31","TH03",2000,20.2975006103516,199.991325637325,20.0824981689453,21.9724975585938,24.5500045776367,37.5829926133154,31.1122529804706,119.372731685638,92.6901315789474,43.5625,92.3096774193548,91.9137931034483,91.6774193548387,28.6611842105263,15.3539473684211,29.2354838709677,29.3103448275862,31.4741935483871,29.6032258064516,30.0068965517241,31.9806451612903,104.6,41.9,0,3.8,22.1,0,4.3,47
"32","TH03",2001,22.1340042114258,130.846674442757,21.0850082397461,23.1500030517578,26.9475036621094,1.09180788742379,90.3740644454956,32.4367235004901,92.9615894039735,42.2649006622517,93.4903225806452,90.8357142857143,91.1903225806452,30.3509933774834,16.3854304635762,30.1806451612903,32.2892857142857,30.9548387096774,30.7032258064516,32.8178571428571,31.4741935483871,NA,NA,1.8,NA,23.9,2.8,NA,26.5
"33","TH03",2002,21.4719985961915,77.2812672518193,20.8399978637696,22.870004272461,25.1249938964844,9.17183368653058,11.1301425099373,41.0895099639892,93.2860927152318,42.4483443708609,93.9645161290323,93.3464285714286,91.2677419354839,29.3754966887417,15.6788079470199,27.7,30.9214285714286,32.5806451612903,28.1032258064516,31.2571428571429,33.0387096774194,75.7,25.9,6.1,25.9,9.9,19.4,38,11.3
"34","TH03",2003,21.7160018920898,176.260425209999,20.5500045776367,22.6950012207031,25.4625030517578,17.9002938121557,45.9590191841124,59.6910535693169,93.9437086092715,49.6066225165563,94.8354838709677,93.5071428571429,91.8806451612903,28.835761589404,17.246357615894,27.0645161290323,30.1,31.6225806451613,27.2903225806452,30.3892857142857,32.1483870967742,420,105.4,29.7,19.1,19.6,79.4,35.6,58.1
"35","TH03",2004,21.5189987182617,119.075521501713,20.3375030517578,24.2375045776367,25.0374923706055,18.875183865428,4.43035348504781,87.445906996727,91.0572368421053,36.3875,92.9258064516129,89.2551724137931,85.6838709677419,30.7078947368421,15.4842105263158,29.3290322580645,30.5448275862069,35.0967741935484,NA,NA,NA,15.2,10.9,1,0.5,10.9,1,0.5,13.7
"36","TH03",2005,21.2829971313477,106.311612587422,21.5074935913086,22.8175064086914,25.3724990844727,1.99706479907036,29.0881457328795,71.553126513958,92.3039735099338,39.1039735099338,92.9645161290323,90.3178571428572,89.2290322580645,29.9814569536424,15.4072847682119,28.5645161290323,33.35,32.358064516129,NA,NA,NA,208.4,56.1,0,0,56.1,0,0,174.7
"37","TH03",2006,21.6220001220703,205.7004642135,21.417497253418,23.7549987792969,25.2100006103516,8.86833203583955,36.0817512273789,143.679338216782,92.8026490066225,44.7192052980132,93.9354838709677,92.5821428571429,89.8322580645161,29.6251655629139,16.6350993377483,28.9645161290323,30.7464285714286,33.8709677419355,29.2322580645161,NA,34.1516129032258,NA,NA,NA,12.4,18.8,NA,18.8,44.7
"38","TH03",2007,21.1529983520508,105.395731861761,19.8000045776367,23.0224929809571,25.0700012207031,5.43450470268725,9.1698852777481,89.1685882806778,90.8662251655629,34.4966887417219,91.9193548387097,89.9964285714286,85.941935483871,30.3079470198675,15.2119205298013,28.4677419354839,30.2285714285714,33.9709677419355,28.7870967741935,NA,34.2290322580645,32.5,27.9,0,1.3,27.9,0,1.6,28.9
"39","TH03",2008,21.4524993896484,215.09768680227,20.1875015258789,23.1,25.3125015258789,28.0282160639763,28.8542041480541,130.903164148331,93.4625,45.2710526315789,95.2161290322581,92.3413793103448,90.5935483870968,29.0052631578947,16.4256578947368,28.5225806451613,28.551724137931,31.7774193548387,28.7612903225806,NA,32.041935483871,NA,NA,15.7,14.7,34.8,27.9,51.4,40.1
"40","TH03",2009,20.9970016479493,131.466080518672,20.9725051879883,22.8474975585938,25.0524993896485,1.21316656493582,31.2331030368804,89.5630077123643,93.0880794701987,39.7423841059603,94.1387096774194,92.9035714285714,88.5161290322581,29.617880794702,15.6781456953642,27.5677419354839,32.3178571428571,33.0161290322581,27.8225806451613,32.5535714285714,33.4548387096774,NA,NA,NA,NA,18,NA,NA,26.4
"41","TH03",2010,21.8469970703125,96.8682256792673,20.5225006103516,22.4899993896485,26.4724975585938,2.00783181982115,12.4119204282761,53.2116750478745,91.7,37.6119205298013,93.241935483871,91.125,86.5677419354839,30.7675496688742,16.2735099337748,29.9129032258065,32.7071428571429,32.741935483871,30.2451612903226,32.8857142857143,32.9870967741935,NA,NA,0.3,NA,13.7,0.3,NA,37.1
"42","TH03",2011,21.8395004272461,244.959844341501,21.6675048828125,22.589990234375,25.2100006103516,4.12685148976743,87.9067282676696,121.949033737183,92.9456953642384,44.5516556291391,93.2774193548387,92.4928571428571,89.6516129032258,29.1245033112583,16.9132450331126,27.3129032258065,30.8428571428571,29.3225806451613,27.5225806451613,31.1,29.5129032258065,NA,NA,21.1,NA,40.6,25.7,NA,110.8
"43","TH03",2012,22.7390014648438,157.286182023585,22.3149963378906,24.3750091552735,26.729997253418,2.95984058082104,30.7837579250334,109.691831827164,93.4342105263158,42.4802631578947,94.8774193548387,92.4862068965517,90.7612903225806,29.7802631578947,16.4888157894737,28.4806451612903,31.8896551724138,32.6903225806452,NA,32.1068965517241,32.9387096774194,174,30.5,23.6,3,30.5,83,5.3,67.6
"44","TH03",2013,23.4669998168945,114.814116001129,23.3350006103516,24.2074981689453,27.9675003051758,10.5531163215637,22.8234496116638,45.1357117593287,94.346357615894,48.0880794701987,94.5483870967742,94.0071428571429,92.6838709677419,30.387417218543,18.2741721854305,28.7096774193548,31.1714285714286,32.1354838709677,28.8838709677419,31.3857142857143,32.4612903225806,158.5,28.4,13.7,3.8,28.4,24.9,10.4,59.9
"45","TH03",2014,21.9149993896484,136.091248665471,21.3175064086914,24.8699966430664,27.4424987792969,1.4317634915933,12.4902725219726,86.6099247932434,93.8980132450331,43.6549668874172,95.658064516129,92.7321428571429,90.7677419354839,29.1258278145695,16.1602649006623,26.8387096774194,31.1178571428571,33.6161290322581,27.0709677419355,31.2857142857143,33.8451612903226,NA,NA,NA,NA,21.1,NA,NA,27.4
"46","TH04",2000,22.542665608724,186.551391329616,21.5900004069011,24.4233235677083,27.5733378092448,41.011830806732,20.0453380942345,112.976167201996,93.9217105263158,46.2651315789474,95.7451612903226,93.9827586206897,88.2548387096774,30.7638157894737,16.9506578947368,31.2258064516129,31.4379310344828,34.8548387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","TH04",2001,23.5593363444011,165.999229506589,22.2033325195313,24.0033406575521,28.0633382161458,0.168583051301539,109.32342338562,52.4092996120452,94.612582781457,47.5523178807947,95.1903225806452,92.3464285714286,92.9322580645161,31.4503311258278,18.153642384106,31.441935483871,33.3571428571429,32.0741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","TH04",2002,23.7413309733073,84.9559655413033,23.3000020345052,25.4699951171875,27.8466634114583,4.23934786021711,15.2139296531677,52.1433057785035,93.5980132450331,43.6682119205298,95.7903225806452,92.65,88.4806451612903,31.3218543046358,17.5046357615894,29.3612903225806,33.1357142857143,35.4258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","TH04",2003,23.4139994303386,203.504640609026,22.4199971516927,24.2466674804688,27.5466654459636,26.4830050468445,65.1042270660401,60.3038781881333,94.5966887417218,51.5331125827815,96.8290322580645,94.0928571428571,91.9096774193548,30.7344370860927,18.541059602649,28.7806451612903,32.425,33.3838709677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","TH04",2004,22.8646667480469,178.013243487105,21.5100036621094,25.7000061035156,27.1699971516927,32.3727998733519,7.90273359417916,126.183013439179,92.8407894736842,41.8282894736842,95.4838709677419,91.7689655172414,85.6967741935484,32.5986842105263,16.9026315789474,31.2645161290323,32.4448275862069,37.3129032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","TH04",2005,23.3166666666667,123.369333196431,23.8466634114583,25.273329671224,27.3333374023438,2.29926124960184,32.8520269393921,85.0735182762145,93.017880794702,40.0092715231788,95.0483870967742,91.3785714285714,86.8935483870968,32.205298013245,17.0907284768212,30.3129032258065,35.1071428571429,35.5709677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","TH04",2006,23.7013346354167,230.390231508296,23.4066609700521,26.4033345540365,27.1,11.7910706102848,48.4012346267699,157.72616147995,92.3556291390728,43.1344370860927,94.8838709677419,91.8464285714286,86.6870967741935,32.2841059602649,18.4741721854305,31.258064516129,33.225,36.0967741935484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","TH04",2007,23.1666707356771,134.166795102996,22.0066670735677,25.4933410644531,27.4600056966146,6.86992600560188,14.3363995552063,112.863491773605,92.2,37.5218543046358,93.5,91.1178571428571,86.9709677419355,32.6529801324503,16.7933774834437,30.5774193548387,33.3357142857143,36.6548387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","TH04",2008,23.4806681315104,271.746440127492,21.9033345540365,25.4733317057292,27.5700012207031,32.3653312921523,46.0033296346664,166.449301719666,92.0289473684211,42.8710526315789,93.2806451612903,90.9275862068965,86.8483870967742,31.4296052631579,17.7434210526316,31.158064516129,30.6689655172414,34.741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","TH04",2009,22.4133321126302,166.378043694422,23.0666748046875,24.869999186198,26.6566711425781,2.35733353346586,35.5413808822632,117.523317337036,94.3582781456954,41.541059602649,96.1645161290323,94.1571428571429,90.9322580645161,31.4960264900662,17.1437086092715,29.1290322580645,34.5321428571429,35.3290322580645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","TH04",2010,24.4699991861979,141.887822195888,23.4333333333333,25.7866658528646,29.359999593099,3.56814654171465,17.3418405056,84.4928979873657,95.394701986755,39.7940397350993,95.2225806451613,95.8678571428571,94.7935483870968,33.0933774834437,18.0596026490066,31.6258064516129,35.2392857142857,36.4483870967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","TH04",2011,23.1780008951823,248.732151448727,23.4333435058594,23.6599975585938,26.3266642252605,7.59315979480742,84.5636978149415,124.921506881714,97.5364238410596,44.9145695364238,98.2516129032258,99.7892857142857,92.4838709677419,31.0013245033113,17.8814569536424,29.1096774193548,33.6714285714286,31.3290322580645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","TH04",2012,24.2453348795573,204.084753781557,24.2033325195313,26.0033304850261,27.7133321126302,2.4829318523407,40.1575946807862,144.847637176514,98.3467105263158,37.45,99.8,99.5620689655172,95.5032258064516,32.2723684210526,18.1414473684211,30.8935483870968,33.9758620689655,35.9032258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","TH04",2013,25.038661702474,136.407441735268,24.9166605631511,26.0099934895833,28.9999938964844,11.7745915055275,22.5439872741699,61.446256995201,98.4211920529801,36.5119205298013,99.441935483871,99.5892857142857,94.7290322580645,32.9205298013245,19.3271523178808,30.8290322580645,33.7857142857143,35.958064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","TH04",2014,23.2466634114583,164.690503967926,23.0200032552083,26.4766581217448,28.3433268229167,2.13182446360588,16.3218855857849,109.972991943359,98.7344370860927,33.0701986754967,99.7967741935484,98.8321428571429,97.3258064516129,31.7384105960265,16.1794701986755,29.3322580645161,33.6142857142857,36.9709677419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","TH05",2000,23.8840026855469,233.591584896669,23.1700073242188,26.1,28.1599975585938,31.8735634684564,40.0637248754502,153.939091920853,92.0434210526316,44.9092105263158,93.7645161290323,91.2137931034483,85.9387096774194,30.4677631578947,17.2763157894737,30.9741935483871,31.9413793103448,34.4903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","TH05",2001,25.1679992675781,121.929371915758,24.1700073242188,25.6799865722656,30.0400024414063,2.23964517563581,83.6168303489686,23.4724766910076,91.7523178807947,44.7311258278146,93.3612903225806,86.6678571428571,87.8193548387097,32.0364238410596,18.1218543046358,31.9225806451613,34.4857142857143,32.9806451612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","TH05",2002,24.6679992675781,102.242639452219,24.089990234375,26.1700073242188,29.0700012207031,12.311562538147,16.334085047245,54.6265443563462,90.7218543046358,43.4423841059603,94.3483870967742,88.9535714285714,82.2354838709677,31.5920529801325,17.5291390728477,29.7838709677419,33.625,36.0032258064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","TH05",2003,24.6899963378906,155.489248633385,23.4599853515625,25.9699951171875,29.6799865722656,9.39742267131804,47.9118375778199,53.7507987022399,93.8675496688742,52.0562913907285,95.9290322580645,92.7928571428571,87.7129032258065,31.1456953642384,18.5390728476821,29.041935483871,32.8321428571429,35.0903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","TH05",2004,25.1899963378907,72.0561903603374,23.7799926757813,27.8999877929688,30.5299926757813,9.81228415668012,3.54670537263155,49.3582714796066,85.0644736842105,36.3881578947368,88.0903225806452,82.9689655172414,71.8870967741936,32.7828947368421,17.3855263157895,31.0354838709677,33.3551724137931,37.7387096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","TH05",2005,25.1440002441407,102.047210717574,25.7799926757813,27.1700073242188,28.9999938964844,2.10645043477416,27.3957254886627,68.4734176993368,89.9715231788079,34.0225165562914,90.2290322580645,84.6821428571429,86.3096774193548,32.5377483443709,16.9966887417219,31.4451612903226,36.1392857142857,35.9741935483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","TH05",2006,25.1800109863281,194.314222252462,24.5200134277344,28.2400146484375,28.4900146484375,10.2681514695287,36.3062323331834,131.319630861282,NA,NA,93.7741935483871,88.1928571428572,81.2645161290323,NA,NA,31.0354838709677,33.5107142857143,37.2193548387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","TH05",2007,24.652001953125,82.6467190049589,23.5599914550781,27.3200012207031,29.2300048828125,4.16946225613355,10.1235419511795,65.0632232427597,NA,NA,90.9129032258064,83.8,76.6225806451613,NA,NA,30.9612903225806,33.5357142857143,37.6387096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","TH05",2008,24.5920043945313,195.464075100841,23.6299987792969,26.3900085449219,28.8000122070313,21.2370861768722,17.1608933508396,137.187977075577,91.5789473684211,40.0927631578947,95.4548387096774,89.9275862068965,82.9870967741935,31.0151315789474,17.7546052631579,30.1645161290323,31.6413793103448,35.0645161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","TH05",2009,23.7580017089844,123.640563322464,24.7499938964844,26.2499938964844,28.0200134277344,1.57771502085961,40.1740186214447,74.1221281290054,92.5158940397351,39.6026490066225,96.4516129032258,88.7,83.941935483871,30.8622516556291,17.0854304635762,28.7322580645161,34.225,35.1903225806452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","TH05",2010,25.5,66.7086038035342,24.4399963378906,27.2300048828125,30.8300109863281,1.57677150936797,7.47178483009339,34.5436773300172,90.635761589404,37.3364238410596,95.2096774193548,85.7642857142857,79.6096774193548,32.5298013245033,17.8867549668874,30.9967741935484,34.6035714285714,36.2322580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
