"","X","ISO","date_sick_month","date_sick_year","count"
"94",94,17,11,1999,4
"95",95,18,1,1999,4
"96",96,18,2,1999,5
"97",97,18,3,1999,14
"98",98,18,4,1999,22
"99",99,18,5,1999,26
"100",100,18,6,1999,26
"101",101,18,7,1999,24
"102",102,18,8,1999,19
"103",103,18,9,1999,20
"104",104,18,10,1999,10
"105",105,18,11,1999,7
"106",106,18,12,1999,4
"107",107,19,1,1999,27
"108",108,19,2,1999,11
"109",109,19,3,1999,22
"110",110,19,4,1999,15
"111",111,19,5,1999,19
"112",112,19,6,1999,45
"113",113,19,7,1999,36
"114",114,19,8,1999,30
"115",115,19,9,1999,11
"116",116,19,10,1999,14
"117",117,19,11,1999,6
"118",118,19,12,1999,4
"119",119,20,1,1999,23
"120",120,20,2,1999,13
"121",121,20,3,1999,38
"122",122,20,4,1999,21
"123",123,20,5,1999,51
"124",124,20,6,1999,48
"125",125,20,7,1999,42
"126",126,20,8,1999,25
"127",127,20,9,1999,18
"128",128,20,10,1999,17
"129",129,20,11,1999,8
"130",130,20,12,1999,3
"131",131,21,1,1999,3
"132",132,21,2,1999,6
"133",133,21,3,1999,5
"134",134,21,4,1999,8
"135",135,21,5,1999,17
"136",136,21,6,1999,32
"137",137,21,7,1999,17
"138",138,21,8,1999,11
"139",139,21,9,1999,10
"140",140,21,10,1999,8
"141",141,21,11,1999,12
"142",142,21,12,1999,8
"143",143,22,1,1999,4
"144",144,22,2,1999,2
"145",145,22,3,1999,1
"146",146,22,4,1999,9
"147",147,22,5,1999,10
"148",148,22,6,1999,14
"149",149,22,7,1999,13
"150",150,22,8,1999,6
"151",151,22,9,1999,2
"152",152,22,10,1999,3
"153",153,22,11,1999,1
"154",154,22,12,1999,1
"155",155,23,1,1999,3
"156",156,23,3,1999,10
"157",157,23,4,1999,2
"158",158,23,5,1999,2
"159",159,23,6,1999,2
"160",160,23,7,1999,4
"161",161,23,8,1999,1
"162",162,23,9,1999,3
"163",163,23,12,1999,1
"164",164,24,1,1999,7
"165",165,24,2,1999,4
"166",166,24,3,1999,20
"167",167,24,4,1999,9
"168",168,24,5,1999,40
"169",169,24,6,1999,47
"170",170,24,7,1999,40
"171",171,24,8,1999,34
"172",172,24,9,1999,27
"173",173,24,10,1999,11
"174",174,24,11,1999,14
"175",175,24,12,1999,4
"176",176,25,1,1999,4
"177",177,25,2,1999,2
"178",178,25,3,1999,14
"179",179,25,4,1999,10
"180",180,25,5,1999,14
"181",181,25,6,1999,27
"182",182,25,7,1999,24
"183",183,25,8,1999,14
"184",184,25,9,1999,6
"185",185,25,10,1999,4
"186",186,25,12,1999,2
"187",187,26,1,1999,2
"188",188,26,2,1999,5
"189",189,26,3,1999,10
"190",190,26,4,1999,15
"191",191,26,5,1999,26
"192",192,26,6,1999,7
"193",193,26,7,1999,25
"194",194,26,8,1999,11
"195",195,26,9,1999,5
"196",196,26,10,1999,1
"197",197,26,11,1999,2
"198",198,27,2,1999,2
"199",199,27,3,1999,4
"200",200,27,4,1999,4
"201",201,27,5,1999,11
"202",202,27,6,1999,24
"203",203,27,7,1999,9
"204",204,27,8,1999,5
"205",205,27,9,1999,4
"206",206,27,11,1999,1
"207",207,27,12,1999,1
"208",208,30,1,1999,10
"209",209,30,2,1999,8
"210",210,30,3,1999,23
"211",211,30,4,1999,17
"212",212,30,5,1999,31
"213",213,30,6,1999,33
"214",214,30,7,1999,40
"215",215,30,8,1999,26
"216",216,30,9,1999,25
"217",217,30,10,1999,14
"218",218,30,11,1999,3
"219",219,31,2,1999,5
"220",220,31,3,1999,7
"221",221,31,4,1999,9
"222",222,31,5,1999,21
"223",223,31,6,1999,29
"224",224,31,7,1999,32
"225",225,31,8,1999,17
"226",226,31,9,1999,11
"227",227,31,10,1999,3
"228",228,31,11,1999,2
"229",229,31,12,1999,1
"230",230,32,1,1999,6
"231",231,32,2,1999,7
"232",232,32,3,1999,13
"233",233,32,4,1999,10
"234",234,32,5,1999,31
"235",235,32,6,1999,34
"236",236,32,7,1999,16
"237",237,32,8,1999,10
"238",238,32,9,1999,5
"239",239,32,10,1999,5
"240",240,32,11,1999,4
"241",241,33,1,1999,2
"242",242,33,2,1999,15
"243",243,33,3,1999,31
"244",244,33,4,1999,34
"245",245,33,5,1999,76
"246",246,33,6,1999,90
"247",247,33,7,1999,46
"248",248,33,8,1999,21
"249",249,33,9,1999,15
"250",250,33,10,1999,5
"251",251,33,11,1999,1
"252",252,34,1,1999,16
"253",253,34,2,1999,22
"254",254,34,3,1999,31
"255",255,34,4,1999,33
"256",256,34,5,1999,31
"257",257,34,6,1999,28
"258",258,34,7,1999,20
"259",259,34,8,1999,19
"260",260,34,9,1999,10
"261",261,34,10,1999,5
"262",262,34,11,1999,2
"263",263,35,2,1999,4
"264",264,35,3,1999,5
"265",265,35,4,1999,4
"266",266,35,5,1999,31
"267",267,35,6,1999,27
"268",268,35,7,1999,18
"269",269,35,8,1999,3
"270",270,35,9,1999,1
"271",271,36,1,1999,3
"272",272,36,2,1999,5
"273",273,36,3,1999,8
"274",274,36,4,1999,15
"275",275,36,5,1999,48
"276",276,36,6,1999,42
"277",277,36,7,1999,21
"278",278,36,8,1999,9
"279",279,36,9,1999,6
"280",280,36,10,1999,4
"281",281,36,11,1999,2
"282",282,36,12,1999,3
"283",283,37,3,1999,3
"284",284,37,4,1999,14
"285",285,37,5,1999,24
"286",286,37,6,1999,13
"287",287,37,7,1999,4
"288",288,37,8,1999,4
"289",289,37,9,1999,1
"290",290,37,10,1999,1
"291",291,37,11,1999,1
"292",292,39,2,1999,2
"293",293,39,3,1999,6
"294",294,39,4,1999,2
"295",295,39,5,1999,3
"296",296,39,6,1999,13
"297",297,39,7,1999,1
"298",298,40,1,1999,33
"299",299,40,2,1999,42
"300",300,40,3,1999,34
"301",301,40,4,1999,35
"302",302,40,5,1999,48
"303",303,40,6,1999,76
"304",304,40,7,1999,35
"305",305,40,8,1999,23
"306",306,40,9,1999,19
"307",307,40,10,1999,22
"308",308,40,11,1999,15
"309",309,40,12,1999,6
"310",310,41,1,1999,7
"311",311,41,2,1999,11
"312",312,41,3,1999,13
"313",313,41,4,1999,11
"314",314,41,5,1999,26
"315",315,41,6,1999,35
"316",316,41,7,1999,8
"317",317,41,8,1999,1
"318",318,41,9,1999,2
"319",319,41,10,1999,2
"320",320,41,12,1999,1
"321",321,42,1,1999,2
"322",322,42,3,1999,2
"323",323,42,4,1999,2
"324",324,42,5,1999,17
"325",325,42,6,1999,8
"326",326,42,7,1999,7
"327",327,42,8,1999,5
"328",328,42,10,1999,5
"329",329,43,1,1999,5
"330",330,43,2,1999,5
"331",331,43,3,1999,4
"332",332,43,4,1999,13
"333",333,43,5,1999,35
"334",334,43,6,1999,32
"335",335,43,7,1999,25
"336",336,43,8,1999,5
"337",337,43,9,1999,6
"338",338,44,1,1999,5
"339",339,44,2,1999,5
"340",340,44,3,1999,11
"341",341,44,4,1999,13
"342",342,44,5,1999,26
"343",343,44,6,1999,46
"344",344,44,7,1999,17
"345",345,44,8,1999,4
"346",346,44,9,1999,5
"347",347,44,10,1999,3
"348",348,44,11,1999,6
"349",349,44,12,1999,1
"350",350,45,1,1999,12
"351",351,45,2,1999,33
"352",352,45,3,1999,32
"353",353,45,4,1999,21
"354",354,45,5,1999,44
"355",355,45,6,1999,57
"356",356,45,7,1999,28
"357",357,45,8,1999,12
"358",358,45,9,1999,7
"359",359,45,10,1999,3
"360",360,45,11,1999,1
"361",361,46,1,1999,16
"362",362,46,2,1999,15
"363",363,46,3,1999,23
"364",364,46,4,1999,24
"365",365,46,5,1999,87
"366",366,46,6,1999,31
"367",367,46,7,1999,25
"368",368,46,8,1999,11
"369",369,46,9,1999,7
"370",370,46,10,1999,6
"371",371,46,11,1999,2
"372",372,47,1,1999,8
"373",373,47,2,1999,10
"374",374,47,3,1999,4
"375",375,47,4,1999,8
"376",376,47,5,1999,35
"377",377,47,6,1999,50
"378",378,47,7,1999,12
"379",379,47,8,1999,7
"380",380,47,9,1999,4
"381",381,47,10,1999,1
"382",382,48,1,1999,10
"383",383,48,2,1999,15
"384",384,48,3,1999,23
"385",385,48,4,1999,37
"386",386,48,5,1999,27
"387",387,48,6,1999,16
"388",388,48,7,1999,4
"389",389,48,8,1999,1
"390",390,49,2,1999,3
"391",391,49,3,1999,7
"392",392,49,4,1999,4
"393",393,49,5,1999,6
"394",394,49,6,1999,5
"395",395,49,7,1999,15
"396",396,50,1,1999,15
"397",397,50,2,1999,7
"398",398,50,3,1999,26
"399",399,50,4,1999,62
"400",400,50,5,1999,126
"401",401,50,6,1999,208
"402",402,50,7,1999,106
"403",403,50,8,1999,25
"404",404,50,9,1999,14
"405",405,50,10,1999,4
"406",406,50,11,1999,7
"407",407,50,12,1999,1
"408",408,51,1,1999,4
"409",409,51,2,1999,3
"410",410,51,3,1999,4
"411",411,51,4,1999,2
"412",412,51,5,1999,10
"413",413,51,6,1999,15
"414",414,51,7,1999,17
"415",415,51,8,1999,3
"416",416,52,1,1999,6
"417",417,52,2,1999,13
"418",418,52,3,1999,13
"419",419,52,4,1999,14
"420",420,52,5,1999,90
"421",421,52,6,1999,76
"422",422,52,7,1999,55
"423",423,52,8,1999,11
"424",424,52,9,1999,4
"425",425,52,10,1999,1
"426",426,53,1,1999,7
"427",427,53,2,1999,21
"428",428,53,3,1999,15
"429",429,53,4,1999,10
"430",430,53,5,1999,24
"431",431,53,6,1999,12
"432",432,53,7,1999,19
"433",433,53,8,1999,2
"434",434,53,9,1999,2
"435",435,53,10,1999,2
"436",436,53,11,1999,1
"437",437,54,3,1999,4
"438",438,54,4,1999,3
"439",439,54,5,1999,47
"440",440,54,6,1999,32
"441",441,54,7,1999,17
"442",442,54,8,1999,6
"443",443,54,9,1999,9
"444",444,54,10,1999,5
"445",445,55,3,1999,2
"446",446,55,4,1999,3
"447",447,55,5,1999,13
"448",448,55,6,1999,26
"449",449,55,7,1999,19
"450",450,55,8,1999,8
"451",451,55,9,1999,2
"452",452,55,10,1999,1
"453",453,55,11,1999,2
"454",454,56,2,1999,1
"455",455,56,3,1999,3
"456",456,56,4,1999,6
"457",457,56,5,1999,20
"458",458,56,6,1999,19
"459",459,56,7,1999,10
"460",460,56,8,1999,20
"461",461,56,9,1999,16
"462",462,57,1,1999,6
"463",463,57,2,1999,4
"464",464,57,3,1999,3
"465",465,57,4,1999,6
"466",466,57,5,1999,49
"467",467,57,6,1999,92
"468",468,57,7,1999,108
"469",469,57,8,1999,60
"470",470,57,9,1999,14
"471",471,57,10,1999,7
"472",472,57,11,1999,3
"473",473,57,12,1999,1
"474",474,58,1,1999,2
"475",475,58,3,1999,1
"476",476,58,4,1999,7
"477",477,58,5,1999,23
"478",478,58,6,1999,12
"479",479,58,7,1999,3
"480",480,58,8,1999,1
"481",481,58,10,1999,1
"482",482,60,1,1999,13
"483",483,60,2,1999,27
"484",484,60,3,1999,56
"485",485,60,4,1999,44
"486",486,60,5,1999,84
"487",487,60,6,1999,123
"488",488,60,7,1999,55
"489",489,60,8,1999,11
"490",490,60,9,1999,7
"491",491,60,10,1999,7
"492",492,60,11,1999,3
"493",493,60,12,1999,2
"494",494,61,1,1999,3
"495",495,61,2,1999,3
"496",496,61,3,1999,8
"497",497,61,4,1999,5
"498",498,61,5,1999,19
"499",499,61,6,1999,31
"500",500,61,7,1999,14
"501",501,61,8,1999,15
"502",502,61,9,1999,3
"503",503,61,10,1999,1
"504",504,61,11,1999,3
"505",505,61,12,1999,1
"506",506,62,1,1999,4
"507",507,62,2,1999,2
"508",508,62,3,1999,19
"509",509,62,4,1999,31
"510",510,62,5,1999,79
"511",511,62,6,1999,147
"512",512,62,7,1999,109
"513",513,62,8,1999,47
"514",514,62,9,1999,31
"515",515,62,10,1999,14
"516",516,62,11,1999,14
"517",517,62,12,1999,2
"518",518,63,1,1999,7
"519",519,63,2,1999,11
"520",520,63,3,1999,11
"521",521,63,4,1999,35
"522",522,63,5,1999,85
"523",523,63,6,1999,95
"524",524,63,7,1999,54
"525",525,63,8,1999,24
"526",526,63,9,1999,9
"527",527,63,10,1999,13
"528",528,63,11,1999,1
"529",529,63,12,1999,4
"530",530,64,1,1999,7
"531",531,64,2,1999,6
"532",532,64,3,1999,22
"533",533,64,4,1999,15
"534",534,64,5,1999,25
"535",535,64,6,1999,30
"536",536,64,7,1999,18
"537",537,64,8,1999,6
"538",538,64,9,1999,3
"539",539,64,10,1999,4
"540",540,64,11,1999,3
"541",541,65,1,1999,20
"542",542,65,2,1999,20
"543",543,65,3,1999,22
"544",544,65,4,1999,28
"545",545,65,5,1999,82
"546",546,65,6,1999,111
"547",547,65,7,1999,73
"548",548,65,8,1999,35
"549",549,65,9,1999,24
"550",550,65,10,1999,15
"551",551,65,11,1999,8
"552",552,65,12,1999,1
"553",553,66,1,1999,4
"554",554,66,2,1999,10
"555",555,66,3,1999,22
"556",556,66,4,1999,11
"557",557,66,5,1999,50
"558",558,66,6,1999,69
"559",559,66,7,1999,52
"560",560,66,8,1999,26
"561",561,66,9,1999,21
"562",562,66,10,1999,5
"563",563,66,11,1999,4
"564",564,67,1,1999,3
"565",565,67,2,1999,9
"566",566,67,3,1999,24
"567",567,67,4,1999,36
"568",568,67,5,1999,114
"569",569,67,6,1999,148
"570",570,67,7,1999,72
"571",571,67,8,1999,21
"572",572,67,9,1999,10
"573",573,67,10,1999,6
"574",574,67,11,1999,1
"575",575,67,12,1999,1
"576",576,70,1,1999,16
"577",577,70,2,1999,16
"578",578,70,3,1999,27
"579",579,70,4,1999,14
"580",580,70,5,1999,34
"581",581,70,6,1999,48
"582",582,70,7,1999,38
"583",583,70,8,1999,45
"584",584,70,9,1999,29
"585",585,70,10,1999,22
"586",586,70,11,1999,13
"587",587,70,12,1999,13
"588",588,71,1,1999,1
"589",589,71,2,1999,5
"590",590,71,3,1999,17
"591",591,71,4,1999,9
"592",592,71,5,1999,13
"593",593,71,6,1999,25
"594",594,71,7,1999,24
"595",595,71,8,1999,15
"596",596,71,9,1999,13
"597",597,71,10,1999,10
"598",598,71,11,1999,8
"599",599,71,12,1999,1
"600",600,72,1,1999,15
"601",601,72,2,1999,22
"602",602,72,3,1999,23
"603",603,72,4,1999,10
"604",604,72,5,1999,34
"605",605,72,6,1999,30
"606",606,72,7,1999,21
"607",607,72,8,1999,32
"608",608,72,9,1999,28
"609",609,72,10,1999,19
"610",610,72,11,1999,13
"611",611,72,12,1999,5
"612",612,73,1,1999,17
"613",613,73,2,1999,15
"614",614,73,3,1999,14
"615",615,73,4,1999,19
"616",616,73,5,1999,31
"617",617,73,6,1999,55
"618",618,73,7,1999,46
"619",619,73,8,1999,57
"620",620,73,9,1999,36
"621",621,73,10,1999,32
"622",622,73,11,1999,20
"623",623,73,12,1999,21
"624",624,74,1,1999,39
"625",625,74,2,1999,21
"626",626,74,3,1999,15
"627",627,74,4,1999,15
"628",628,74,5,1999,23
"629",629,74,6,1999,36
"630",630,74,7,1999,33
"631",631,74,8,1999,18
"632",632,74,9,1999,14
"633",633,74,10,1999,11
"634",634,74,11,1999,14
"635",635,74,12,1999,13
"636",636,75,4,1999,3
"637",637,75,5,1999,10
"638",638,75,6,1999,7
"639",639,75,7,1999,3
"640",640,75,8,1999,6
"641",641,75,9,1999,13
"642",642,75,10,1999,12
"643",643,75,11,1999,5
"644",644,75,12,1999,3
"645",645,76,2,1999,6
"646",646,76,3,1999,2
"647",647,76,4,1999,11
"648",648,76,5,1999,16
"649",649,76,6,1999,23
"650",650,76,7,1999,35
"651",651,76,8,1999,21
"652",652,76,9,1999,5
"653",653,76,10,1999,8
"654",654,76,11,1999,3
"655",655,76,12,1999,3
"656",656,77,1,1999,12
"657",657,77,2,1999,10
"658",658,77,3,1999,13
"659",659,77,4,1999,14
"660",660,77,5,1999,12
"661",661,77,6,1999,18
"662",662,77,7,1999,19
"663",663,77,8,1999,7
"664",664,77,9,1999,6
"665",665,77,10,1999,5
"666",666,77,11,1999,1
"667",667,77,12,1999,3
"668",668,80,1,1999,24
"669",669,80,2,1999,14
"670",670,80,3,1999,16
"671",671,80,4,1999,3
"672",672,80,5,1999,10
"673",673,80,6,1999,3
"674",674,80,7,1999,11
"675",675,80,8,1999,1
"676",676,80,9,1999,2
"677",677,80,10,1999,2
"678",678,80,11,1999,9
"679",679,80,12,1999,2
"680",680,81,1,1999,17
"681",681,81,2,1999,8
"682",682,81,3,1999,7
"683",683,81,4,1999,21
"684",684,81,5,1999,19
"685",685,81,6,1999,23
"686",686,81,7,1999,16
"687",687,81,8,1999,6
"688",688,81,9,1999,7
"689",689,81,10,1999,4
"690",690,81,11,1999,6
"691",691,82,1,1999,4
"692",692,82,2,1999,6
"693",693,82,3,1999,4
"694",694,82,4,1999,4
"695",695,82,5,1999,2
"696",696,82,6,1999,4
"697",697,82,7,1999,2
"698",698,82,8,1999,2
"699",699,82,11,1999,1
"700",700,83,1,1999,19
"701",701,83,2,1999,13
"702",702,83,3,1999,28
"703",703,83,4,1999,23
"704",704,83,5,1999,21
"705",705,83,6,1999,15
"706",706,83,7,1999,8
"707",707,83,8,1999,2
"708",708,83,9,1999,2
"709",709,83,10,1999,5
"710",710,83,11,1999,3
"711",711,83,12,1999,2
"712",712,84,1,1999,29
"713",713,84,2,1999,30
"714",714,84,3,1999,23
"715",715,84,4,1999,22
"716",716,84,5,1999,40
"717",717,84,6,1999,46
"718",718,84,7,1999,25
"719",719,84,8,1999,24
"720",720,84,9,1999,10
"721",721,84,10,1999,11
"722",722,84,11,1999,8
"723",723,84,12,1999,5
"724",724,85,1,1999,3
"725",725,85,2,1999,5
"726",726,85,3,1999,2
"727",727,85,5,1999,1
"728",728,85,6,1999,1
"729",729,85,8,1999,2
"730",730,85,9,1999,1
"731",731,85,10,1999,1
"732",732,85,11,1999,2
"733",733,85,12,1999,1
"734",734,86,1,1999,5
"735",735,86,2,1999,1
"736",736,86,3,1999,5
"737",737,86,4,1999,7
"738",738,86,5,1999,5
"739",739,86,6,1999,1
"740",740,86,7,1999,1
"741",741,86,8,1999,5
"742",742,86,9,1999,4
"743",743,86,10,1999,1
"744",744,86,11,1999,1
"745",745,90,1,1999,53
"746",746,90,2,1999,41
"747",747,90,3,1999,31
"748",748,90,4,1999,17
"749",749,90,5,1999,12
"750",750,90,6,1999,18
"751",751,90,7,1999,12
"752",752,90,8,1999,11
"753",753,90,9,1999,4
"754",754,90,10,1999,3
"755",755,90,11,1999,13
"756",756,90,12,1999,6
"757",757,91,3,1999,1
"758",758,91,7,1999,1
"759",759,91,11,1999,1
"760",760,92,1,1999,13
"761",761,92,2,1999,4
"762",762,92,3,1999,3
"763",763,92,4,1999,5
"764",764,92,5,1999,5
"765",765,92,6,1999,5
"766",766,92,7,1999,1
"767",767,92,8,1999,4
"768",768,92,10,1999,2
"769",769,92,11,1999,3
"770",770,92,12,1999,2
"771",771,93,1,1999,6
"772",772,93,2,1999,7
"773",773,93,3,1999,2
"774",774,93,4,1999,1
"775",775,93,5,1999,3
"776",776,93,6,1999,3
"777",777,93,7,1999,1
"778",778,93,8,1999,3
"779",779,93,9,1999,1
"780",780,93,10,1999,1
"781",781,93,11,1999,4
"782",782,94,1,1999,12
"783",783,94,2,1999,4
"784",784,94,3,1999,5
"785",785,94,4,1999,5
"786",786,94,5,1999,5
"787",787,94,6,1999,14
"788",788,94,7,1999,3
"789",789,94,8,1999,4
"790",790,94,9,1999,9
"791",791,94,10,1999,5
"792",792,94,11,1999,4
"793",793,94,12,1999,2
"794",794,95,1,1999,32
"795",795,95,2,1999,26
"796",796,95,3,1999,6
"797",797,95,4,1999,8
"798",798,95,5,1999,6
"799",799,95,6,1999,8
"800",800,95,7,1999,3
"801",801,95,8,1999,2
"802",802,95,9,1999,2
"803",803,95,10,1999,1
"804",804,95,11,1999,4
"805",805,95,12,1999,1
"806",806,96,1,1999,34
"807",807,96,2,1999,7
"808",808,96,3,1999,7
"809",809,96,4,1999,5
"810",810,96,5,1999,9
"811",811,96,6,1999,11
"812",812,96,7,1999,8
"813",813,96,8,1999,13
"814",814,96,9,1999,7
"815",815,96,10,1999,6
"816",816,96,11,1999,3
"817",817,96,12,1999,5
"818",818,10,1,2000,185
"819",819,10,2,2000,107
"820",820,10,3,2000,165
"821",821,10,4,2000,110
"822",822,10,5,2000,236
"823",823,10,6,2000,341
"824",824,10,7,2000,472
"825",825,10,8,2000,605
"826",826,10,9,2000,569
"827",827,10,10,2000,571
"828",828,10,11,2000,631
"829",829,10,12,2000,629
"830",830,11,1,2000,12
"831",831,11,2,2000,17
"832",832,11,3,2000,16
"833",833,11,4,2000,3
"834",834,11,5,2000,19
"835",835,11,6,2000,22
"836",836,11,7,2000,24
"837",837,11,8,2000,56
"838",838,11,9,2000,24
"839",839,11,10,2000,52
"840",840,11,11,2000,65
"841",841,11,12,2000,65
"842",842,12,1,2000,10
"843",843,12,2,2000,8
"844",844,12,3,2000,10
"845",845,12,4,2000,5
"846",846,12,5,2000,11
"847",847,12,6,2000,22
"848",848,12,7,2000,27
"849",849,12,8,2000,41
"850",850,12,9,2000,46
"851",851,12,10,2000,55
"852",852,12,11,2000,72
"853",853,12,12,2000,58
"854",854,13,1,2000,9
"855",855,13,2,2000,9
"856",856,13,3,2000,5
"857",857,13,4,2000,8
"858",858,13,5,2000,7
"859",859,13,6,2000,10
"860",860,13,7,2000,26
"861",861,13,8,2000,41
"862",862,13,9,2000,52
"863",863,13,10,2000,25
"864",864,13,11,2000,39
"865",865,13,12,2000,33
"866",866,14,1,2000,6
"867",867,14,2,2000,7
"868",868,14,3,2000,8
"869",869,14,4,2000,7
"870",870,14,5,2000,20
"871",871,14,6,2000,37
"872",872,14,7,2000,29
"873",873,14,8,2000,43
"874",874,14,9,2000,32
"875",875,14,10,2000,25
"876",876,14,11,2000,18
"877",877,14,12,2000,10
"878",878,15,1,2000,3
"879",879,15,2,2000,5
"880",880,15,3,2000,1
"881",881,15,5,2000,3
"882",882,15,6,2000,12
"883",883,15,7,2000,20
"884",884,15,8,2000,7
"885",885,15,9,2000,8
"886",886,15,10,2000,25
"887",887,15,11,2000,13
"888",888,15,12,2000,18
"889",889,16,1,2000,9
"890",890,16,2,2000,8
"891",891,16,3,2000,9
"892",892,16,4,2000,7
"893",893,16,5,2000,21
"894",894,16,6,2000,57
"895",895,16,7,2000,47
"896",896,16,8,2000,35
"897",897,16,9,2000,27
"898",898,16,10,2000,37
"899",899,16,11,2000,27
"900",900,16,12,2000,35
"901",901,17,4,2000,1
"902",902,17,5,2000,8
"903",903,17,6,2000,5
"904",904,17,7,2000,6
"905",905,17,8,2000,13
"906",906,17,9,2000,7
"907",907,17,10,2000,12
"908",908,17,11,2000,8
"909",909,17,12,2000,1
"910",910,18,1,2000,4
"911",911,18,2,2000,2
"912",912,18,3,2000,1
"913",913,18,4,2000,2
"914",914,18,5,2000,4
"915",915,18,6,2000,8
"916",916,18,7,2000,8
"917",917,18,8,2000,5
"918",918,18,9,2000,8
"919",919,18,10,2000,11
"920",920,18,11,2000,15
"921",921,18,12,2000,5
"922",922,19,1,2000,6
"923",923,19,2,2000,9
"924",924,19,3,2000,4
"925",925,19,4,2000,6
"926",926,19,5,2000,24
"927",927,19,6,2000,51
"928",928,19,7,2000,20
"929",929,19,8,2000,31
"930",930,19,9,2000,4
"931",931,20,1,2000,10
"932",932,20,2,2000,8
"933",933,20,3,2000,6
"934",934,20,4,2000,5
"935",935,20,5,2000,21
"936",936,20,6,2000,34
"937",937,20,7,2000,70
"938",938,20,8,2000,93
"939",939,20,9,2000,67
"940",940,20,10,2000,55
"941",941,20,11,2000,77
"942",942,20,12,2000,122
"943",943,21,1,2000,4
"944",944,21,2,2000,8
"945",945,21,3,2000,12
"946",946,21,4,2000,15
"947",947,21,5,2000,25
"948",948,21,6,2000,25
"949",949,21,7,2000,31
"950",950,21,8,2000,24
"951",951,21,9,2000,15
"952",952,21,10,2000,18
"953",953,21,11,2000,20
"954",954,21,12,2000,26
"955",955,22,1,2000,1
"956",956,22,2,2000,1
"957",957,22,5,2000,26
"958",958,22,6,2000,10
"959",959,22,7,2000,8
"960",960,22,8,2000,5
"961",961,22,9,2000,6
"962",962,22,10,2000,1
"963",963,22,11,2000,1
"964",964,22,12,2000,1
"965",965,23,1,2000,2
"966",966,23,2,2000,3
"967",967,23,3,2000,4
"968",968,23,4,2000,4
"969",969,23,5,2000,10
"970",970,23,6,2000,7
"971",971,23,7,2000,7
"972",972,23,8,2000,5
"973",973,23,9,2000,1
"974",974,24,1,2000,6
"975",975,24,2,2000,3
"976",976,24,3,2000,9
"977",977,24,4,2000,14
"978",978,24,5,2000,36
"979",979,24,6,2000,64
"980",980,24,7,2000,71
"981",981,24,8,2000,54
"982",982,24,9,2000,32
"983",983,24,10,2000,29
"984",984,24,11,2000,31
"985",985,24,12,2000,7
"986",986,25,3,2000,7
"987",987,25,4,2000,16
"988",988,25,5,2000,39
"989",989,25,6,2000,48
"990",990,25,7,2000,38
"991",991,25,8,2000,20
"992",992,25,9,2000,5
"993",993,25,10,2000,8
"994",994,25,11,2000,10
"995",995,25,12,2000,4
"996",996,26,1,2000,1
