"","X","ISO","date_sick_month","date_sick_year","count"
"2214",2214,75,7,2001,65
"2215",2215,75,8,2001,52
"2216",2216,75,9,2001,54
"2217",2217,75,10,2001,42
"2218",2218,75,11,2001,33
"2219",2219,75,12,2001,15
"2220",2220,76,1,2001,41
"2221",2221,76,2,2001,54
"2222",2222,76,3,2001,66
"2223",2223,76,4,2001,112
"2224",2224,76,5,2001,113
"2225",2225,76,6,2001,151
"2226",2226,76,7,2001,105
"2227",2227,76,8,2001,58
"2228",2228,76,9,2001,38
"2229",2229,76,10,2001,29
"2230",2230,76,11,2001,31
"2231",2231,76,12,2001,17
"2232",2232,77,1,2001,18
"2233",2233,77,2,2001,18
"2234",2234,77,3,2001,47
"2235",2235,77,4,2001,104
"2236",2236,77,5,2001,72
"2237",2237,77,6,2001,102
"2238",2238,77,7,2001,126
"2239",2239,77,8,2001,71
"2240",2240,77,9,2001,57
"2241",2241,77,10,2001,43
"2242",2242,77,11,2001,22
"2243",2243,77,12,2001,7
"2244",2244,80,1,2001,22
"2245",2245,80,2,2001,53
"2246",2246,80,3,2001,44
"2247",2247,80,4,2001,86
"2248",2248,80,5,2001,145
"2249",2249,80,6,2001,298
"2250",2250,80,7,2001,509
"2251",2251,80,8,2001,402
"2252",2252,80,9,2001,355
"2253",2253,80,10,2001,358
"2254",2254,80,11,2001,298
"2255",2255,80,12,2001,207
"2256",2256,81,1,2001,24
"2257",2257,81,2,2001,26
"2258",2258,81,3,2001,32
"2259",2259,81,4,2001,37
"2260",2260,81,5,2001,48
"2261",2261,81,6,2001,57
"2262",2262,81,7,2001,118
"2263",2263,81,8,2001,89
"2264",2264,81,9,2001,96
"2265",2265,81,10,2001,86
"2266",2266,81,11,2001,82
"2267",2267,81,12,2001,48
"2268",2268,82,1,2001,5
"2269",2269,82,2,2001,13
"2270",2270,82,3,2001,25
"2271",2271,82,4,2001,20
"2272",2272,82,5,2001,33
"2273",2273,82,6,2001,41
"2274",2274,82,7,2001,35
"2275",2275,82,8,2001,23
"2276",2276,82,9,2001,20
"2277",2277,82,10,2001,22
"2278",2278,82,11,2001,8
"2279",2279,82,12,2001,7
"2280",2280,83,1,2001,2
"2281",2281,83,2,2001,9
"2282",2282,83,3,2001,3
"2283",2283,83,4,2001,14
"2284",2284,83,5,2001,6
"2285",2285,83,6,2001,17
"2286",2286,83,7,2001,29
"2287",2287,83,8,2001,11
"2288",2288,83,9,2001,5
"2289",2289,83,10,2001,18
"2290",2290,83,11,2001,8
"2291",2291,83,12,2001,23
"2292",2292,84,1,2001,88
"2293",2293,84,2,2001,79
"2294",2294,84,3,2001,144
"2295",2295,84,4,2001,215
"2296",2296,84,5,2001,248
"2297",2297,84,6,2001,264
"2298",2298,84,7,2001,238
"2299",2299,84,8,2001,155
"2300",2300,84,9,2001,69
"2301",2301,84,10,2001,61
"2302",2302,84,11,2001,68
"2303",2303,84,12,2001,45
"2304",2304,85,1,2001,2
"2305",2305,85,2,2001,2
"2306",2306,85,3,2001,2
"2307",2307,85,4,2001,7
"2308",2308,85,5,2001,4
"2309",2309,85,6,2001,9
"2310",2310,85,7,2001,7
"2311",2311,85,8,2001,6
"2312",2312,85,9,2001,3
"2313",2313,85,10,2001,4
"2314",2314,85,11,2001,2
"2315",2315,85,12,2001,3
"2316",2316,86,1,2001,24
"2317",2317,86,2,2001,26
"2318",2318,86,3,2001,68
"2319",2319,86,4,2001,136
"2320",2320,86,5,2001,115
"2321",2321,86,6,2001,112
"2322",2322,86,7,2001,133
"2323",2323,86,8,2001,63
"2324",2324,86,9,2001,32
"2325",2325,86,10,2001,21
"2326",2326,86,11,2001,7
"2327",2327,86,12,2001,11
"2328",2328,90,1,2001,77
"2329",2329,90,2,2001,163
"2330",2330,90,3,2001,145
"2331",2331,90,4,2001,243
"2332",2332,90,5,2001,613
"2333",2333,90,6,2001,894
"2334",2334,90,7,2001,934
"2335",2335,90,8,2001,890
"2336",2336,90,9,2001,726
"2337",2337,90,10,2001,639
"2338",2338,90,11,2001,756
"2339",2339,90,12,2001,344
"2340",2340,91,1,2001,1
"2341",2341,91,2,2001,2
"2342",2342,91,4,2001,3
"2343",2343,91,5,2001,13
"2344",2344,91,6,2001,62
"2345",2345,91,7,2001,52
"2346",2346,91,8,2001,46
"2347",2347,91,9,2001,52
"2348",2348,91,10,2001,42
"2349",2349,91,11,2001,42
"2350",2350,91,12,2001,33
"2351",2351,92,1,2001,3
"2352",2352,92,2,2001,12
"2353",2353,92,3,2001,39
"2354",2354,92,4,2001,101
"2355",2355,92,5,2001,139
"2356",2356,92,6,2001,177
"2357",2357,92,7,2001,200
"2358",2358,92,8,2001,126
"2359",2359,92,9,2001,119
"2360",2360,92,10,2001,75
"2361",2361,92,11,2001,68
"2362",2362,92,12,2001,59
"2363",2363,93,1,2001,20
"2364",2364,93,2,2001,16
"2365",2365,93,3,2001,13
"2366",2366,93,4,2001,17
"2367",2367,93,5,2001,37
"2368",2368,93,6,2001,61
"2369",2369,93,7,2001,111
"2370",2370,93,8,2001,134
"2371",2371,93,9,2001,130
"2372",2372,93,10,2001,165
"2373",2373,93,11,2001,242
"2374",2374,93,12,2001,136
"2375",2375,94,1,2001,24
"2376",2376,94,2,2001,44
"2377",2377,94,3,2001,51
"2378",2378,94,4,2001,139
"2379",2379,94,5,2001,247
"2380",2380,94,6,2001,456
"2381",2381,94,7,2001,343
"2382",2382,94,8,2001,143
"2383",2383,94,9,2001,87
"2384",2384,94,10,2001,87
"2385",2385,94,11,2001,91
"2386",2386,94,12,2001,100
"2387",2387,95,1,2001,64
"2388",2388,95,2,2001,77
"2389",2389,95,3,2001,68
"2390",2390,95,4,2001,91
"2391",2391,95,5,2001,142
"2392",2392,95,6,2001,167
"2393",2393,95,7,2001,182
"2394",2394,95,8,2001,95
"2395",2395,95,9,2001,121
"2396",2396,95,10,2001,104
"2397",2397,95,11,2001,93
"2398",2398,95,12,2001,69
"2399",2399,96,1,2001,17
"2400",2400,96,2,2001,13
"2401",2401,96,3,2001,30
"2402",2402,96,4,2001,25
"2403",2403,96,5,2001,48
"2404",2404,96,6,2001,149
"2405",2405,96,7,2001,258
"2406",2406,96,8,2001,194
"2407",2407,96,9,2001,162
"2408",2408,96,10,2001,148
"2409",2409,96,11,2001,142
"2410",2410,96,12,2001,79
"2411",2411,10,1,2002,629
"2412",2412,10,2,2002,502
"2413",2413,10,3,2002,579
"2414",2414,10,4,2002,490
"2415",2415,10,5,2002,516
"2416",2416,10,6,2002,925
"2417",2417,10,7,2002,905
"2418",2418,10,8,2002,766
"2419",2419,10,9,2002,562
"2420",2420,10,10,2002,595
"2421",2421,10,11,2002,769
"2422",2422,10,12,2002,945
"2423",2423,11,1,2002,127
"2424",2424,11,2,2002,123
"2425",2425,11,3,2002,136
"2426",2426,11,4,2002,136
"2427",2427,11,5,2002,86
"2428",2428,11,6,2002,129
"2429",2429,11,7,2002,87
"2430",2430,11,8,2002,96
"2431",2431,11,9,2002,73
"2432",2432,11,10,2002,77
"2433",2433,11,11,2002,71
"2434",2434,11,12,2002,57
"2435",2435,12,1,2002,74
"2436",2436,12,2,2002,70
"2437",2437,12,3,2002,86
"2438",2438,12,4,2002,53
"2439",2439,12,5,2002,73
"2440",2440,12,6,2002,108
"2441",2441,12,7,2002,147
"2442",2442,12,8,2002,155
"2443",2443,12,9,2002,99
"2444",2444,12,10,2002,107
"2445",2445,12,11,2002,85
"2446",2446,12,12,2002,92
"2447",2447,13,1,2002,40
"2448",2448,13,2,2002,28
"2449",2449,13,3,2002,48
"2450",2450,13,4,2002,74
"2451",2451,13,5,2002,49
"2452",2452,13,6,2002,96
"2453",2453,13,7,2002,70
"2454",2454,13,8,2002,33
"2455",2455,13,9,2002,77
"2456",2456,13,10,2002,38
"2457",2457,13,11,2002,25
"2458",2458,13,12,2002,21
"2459",2459,14,1,2002,69
"2460",2460,14,2,2002,52
"2461",2461,14,3,2002,66
"2462",2462,14,4,2002,55
"2463",2463,14,5,2002,43
"2464",2464,14,6,2002,88
"2465",2465,14,7,2002,42
"2466",2466,14,8,2002,26
"2467",2467,14,9,2002,34
"2468",2468,14,10,2002,15
"2469",2469,14,11,2002,16
"2470",2470,14,12,2002,6
"2471",2471,15,1,2002,11
"2472",2472,15,2,2002,26
"2473",2473,15,3,2002,54
"2474",2474,15,4,2002,31
"2475",2475,15,5,2002,27
"2476",2476,15,6,2002,47
"2477",2477,15,7,2002,77
"2478",2478,15,8,2002,46
"2479",2479,15,9,2002,35
"2480",2480,15,10,2002,29
"2481",2481,15,11,2002,17
"2482",2482,15,12,2002,11
"2483",2483,16,1,2002,25
"2484",2484,16,2,2002,39
"2485",2485,16,3,2002,52
"2486",2486,16,4,2002,25
"2487",2487,16,5,2002,32
"2488",2488,16,6,2002,45
"2489",2489,16,7,2002,40
"2490",2490,16,8,2002,37
"2491",2491,16,9,2002,19
"2492",2492,16,10,2002,31
"2493",2493,16,11,2002,20
"2494",2494,16,12,2002,17
"2495",2495,17,1,2002,7
"2496",2496,17,2,2002,11
"2497",2497,17,3,2002,17
"2498",2498,17,4,2002,11
"2499",2499,17,5,2002,4
"2500",2500,17,6,2002,6
"2501",2501,17,7,2002,3
"2502",2502,17,8,2002,7
"2503",2503,17,9,2002,3
"2504",2504,17,10,2002,9
"2505",2505,17,11,2002,3
"2506",2506,17,12,2002,5
"2507",2507,18,1,2002,4
"2508",2508,18,2,2002,5
"2509",2509,18,3,2002,6
"2510",2510,18,4,2002,12
"2511",2511,18,5,2002,11
"2512",2512,18,6,2002,17
"2513",2513,18,7,2002,18
"2514",2514,18,8,2002,9
"2515",2515,18,9,2002,19
"2516",2516,18,10,2002,23
"2517",2517,18,11,2002,22
"2518",2518,18,12,2002,11
"2519",2519,19,1,2002,17
"2520",2520,19,2,2002,32
"2521",2521,19,3,2002,26
"2522",2522,19,4,2002,27
"2523",2523,19,5,2002,37
"2524",2524,19,6,2002,60
"2525",2525,19,7,2002,43
"2526",2526,19,8,2002,37
"2527",2527,19,9,2002,11
"2528",2528,19,10,2002,17
"2529",2529,19,11,2002,4
"2530",2530,20,1,2002,99
"2531",2531,20,2,2002,97
"2532",2532,20,3,2002,149
"2533",2533,20,4,2002,150
"2534",2534,20,5,2002,268
"2535",2535,20,6,2002,269
"2536",2536,20,7,2002,156
"2537",2537,20,8,2002,144
"2538",2538,20,9,2002,73
"2539",2539,20,10,2002,54
"2540",2540,20,11,2002,72
"2541",2541,20,12,2002,53
"2542",2542,21,1,2002,32
"2543",2543,21,2,2002,28
"2544",2544,21,3,2002,57
"2545",2545,21,4,2002,56
"2546",2546,21,5,2002,149
"2547",2547,21,6,2002,173
"2548",2548,21,7,2002,132
"2549",2549,21,8,2002,96
"2550",2550,21,9,2002,57
"2551",2551,21,10,2002,32
"2552",2552,21,11,2002,23
"2553",2553,21,12,2002,35
"2554",2554,22,1,2002,22
"2555",2555,22,2,2002,36
"2556",2556,22,3,2002,56
"2557",2557,22,4,2002,147
"2558",2558,22,5,2002,226
"2559",2559,22,6,2002,167
"2560",2560,22,7,2002,186
"2561",2561,22,8,2002,63
"2562",2562,22,9,2002,34
"2563",2563,22,10,2002,26
"2564",2564,22,11,2002,18
"2565",2565,22,12,2002,6
"2566",2566,23,1,2002,12
"2567",2567,23,2,2002,6
"2568",2568,23,3,2002,14
"2569",2569,23,4,2002,10
"2570",2570,23,5,2002,28
"2571",2571,23,6,2002,31
"2572",2572,23,7,2002,20
"2573",2573,23,8,2002,5
"2574",2574,23,10,2002,2
"2575",2575,23,11,2002,5
"2576",2576,24,1,2002,30
"2577",2577,24,2,2002,33
"2578",2578,24,3,2002,38
"2579",2579,24,4,2002,89
"2580",2580,24,5,2002,120
"2581",2581,24,6,2002,156
"2582",2582,24,7,2002,130
"2583",2583,24,8,2002,76
"2584",2584,24,9,2002,48
"2585",2585,24,10,2002,38
"2586",2586,24,11,2002,36
"2587",2587,24,12,2002,33
"2588",2588,25,1,2002,45
"2589",2589,25,2,2002,45
"2590",2590,25,3,2002,51
"2591",2591,25,4,2002,56
"2592",2592,25,5,2002,67
"2593",2593,25,6,2002,122
"2594",2594,25,7,2002,89
"2595",2595,25,8,2002,35
"2596",2596,25,9,2002,22
"2597",2597,25,10,2002,11
"2598",2598,25,11,2002,6
"2599",2599,25,12,2002,4
"2600",2600,26,2,2002,4
"2601",2601,26,3,2002,9
"2602",2602,26,4,2002,5
"2603",2603,26,5,2002,9
"2604",2604,26,6,2002,56
"2605",2605,26,7,2002,18
"2606",2606,26,8,2002,3
"2607",2607,26,9,2002,2
"2608",2608,26,10,2002,2
"2609",2609,26,11,2002,1
"2610",2610,27,1,2002,13
"2611",2611,27,2,2002,7
"2612",2612,27,3,2002,36
"2613",2613,27,4,2002,42
"2614",2614,27,5,2002,94
"2615",2615,27,6,2002,132
"2616",2616,27,7,2002,105
"2617",2617,27,8,2002,46
"2618",2618,27,9,2002,34
"2619",2619,27,10,2002,11
"2620",2620,27,11,2002,10
"2621",2621,27,12,2002,7
"2622",2622,30,1,2002,72
"2623",2623,30,2,2002,70
"2624",2624,30,3,2002,194
"2625",2625,30,4,2002,375
"2626",2626,30,5,2002,741
"2627",2627,30,6,2002,1103
"2628",2628,30,7,2002,984
"2629",2629,30,8,2002,706
"2630",2630,30,9,2002,438
"2631",2631,30,10,2002,333
"2632",2632,30,11,2002,217
"2633",2633,30,12,2002,109
"2634",2634,31,1,2002,20
"2635",2635,31,2,2002,31
"2636",2636,31,3,2002,124
"2637",2637,31,4,2002,211
"2638",2638,31,5,2002,569
"2639",2639,31,6,2002,948
"2640",2640,31,7,2002,912
"2641",2641,31,8,2002,552
"2642",2642,31,9,2002,356
"2643",2643,31,10,2002,180
"2644",2644,31,11,2002,85
"2645",2645,31,12,2002,84
"2646",2646,32,1,2002,13
"2647",2647,32,2,2002,23
"2648",2648,32,3,2002,40
"2649",2649,32,4,2002,62
"2650",2650,32,5,2002,133
"2651",2651,32,6,2002,139
"2652",2652,32,7,2002,152
"2653",2653,32,8,2002,139
"2654",2654,32,9,2002,80
"2655",2655,32,10,2002,27
"2656",2656,32,11,2002,22
"2657",2657,32,12,2002,13
"2658",2658,33,1,2002,5
"2659",2659,33,2,2002,5
"2660",2660,33,3,2002,54
"2661",2661,33,4,2002,70
"2662",2662,33,5,2002,181
"2663",2663,33,6,2002,177
"2664",2664,33,7,2002,156
"2665",2665,33,8,2002,83
"2666",2666,33,9,2002,46
"2667",2667,33,10,2002,10
"2668",2668,33,11,2002,22
"2669",2669,33,12,2002,18
"2670",2670,34,1,2002,6
"2671",2671,34,2,2002,19
"2672",2672,34,3,2002,64
"2673",2673,34,4,2002,117
"2674",2674,34,5,2002,265
"2675",2675,34,6,2002,331
"2676",2676,34,7,2002,369
"2677",2677,34,8,2002,250
"2678",2678,34,9,2002,101
"2679",2679,34,10,2002,32
"2680",2680,34,11,2002,42
"2681",2681,34,12,2002,46
"2682",2682,35,1,2002,2
"2683",2683,35,2,2002,1
"2684",2684,35,3,2002,8
"2685",2685,35,4,2002,11
"2686",2686,35,5,2002,53
"2687",2687,35,6,2002,91
"2688",2688,35,7,2002,65
"2689",2689,35,8,2002,38
"2690",2690,35,9,2002,38
"2691",2691,35,10,2002,21
"2692",2692,35,11,2002,10
"2693",2693,35,12,2002,7
"2694",2694,36,1,2002,12
"2695",2695,36,2,2002,23
"2696",2696,36,3,2002,46
"2697",2697,36,4,2002,54
"2698",2698,36,5,2002,144
"2699",2699,36,6,2002,300
"2700",2700,36,7,2002,296
"2701",2701,36,8,2002,166
"2702",2702,36,9,2002,123
"2703",2703,36,10,2002,115
"2704",2704,36,11,2002,80
"2705",2705,36,12,2002,40
"2706",2706,37,2,2002,1
"2707",2707,37,3,2002,3
"2708",2708,37,4,2002,10
"2709",2709,37,5,2002,43
"2710",2710,37,6,2002,52
"2711",2711,37,7,2002,76
"2712",2712,37,8,2002,72
"2713",2713,37,9,2002,16
"2714",2714,37,10,2002,7
"2715",2715,37,11,2002,8
"2716",2716,37,12,2002,15
"2717",2717,39,1,2002,9
"2718",2718,39,2,2002,11
"2719",2719,39,3,2002,41
"2720",2720,39,4,2002,23
"2721",2721,39,5,2002,53
"2722",2722,39,6,2002,64
"2723",2723,39,7,2002,44
"2724",2724,39,8,2002,8
"2725",2725,39,9,2002,10
"2726",2726,39,10,2002,14
"2727",2727,39,11,2002,4
"2728",2728,39,12,2002,3
"2729",2729,40,1,2002,48
"2730",2730,40,2,2002,55
"2731",2731,40,3,2002,139
"2732",2732,40,4,2002,225
"2733",2733,40,5,2002,487
"2734",2734,40,6,2002,662
"2735",2735,40,7,2002,514
"2736",2736,40,8,2002,359
"2737",2737,40,9,2002,186
"2738",2738,40,10,2002,154
"2739",2739,40,11,2002,106
"2740",2740,40,12,2002,83
"2741",2741,41,1,2002,36
"2742",2742,41,2,2002,22
"2743",2743,41,3,2002,63
"2744",2744,41,4,2002,101
"2745",2745,41,5,2002,201
"2746",2746,41,6,2002,360
"2747",2747,41,7,2002,279
"2748",2748,41,8,2002,145
"2749",2749,41,9,2002,65
"2750",2750,41,10,2002,56
"2751",2751,41,11,2002,50
"2752",2752,41,12,2002,64
"2753",2753,42,1,2002,4
"2754",2754,42,2,2002,4
"2755",2755,42,3,2002,16
"2756",2756,42,4,2002,82
"2757",2757,42,5,2002,171
"2758",2758,42,6,2002,191
"2759",2759,42,7,2002,86
"2760",2760,42,8,2002,46
"2761",2761,42,9,2002,11
"2762",2762,42,10,2002,6
"2763",2763,42,11,2002,6
"2764",2764,42,12,2002,3
"2765",2765,43,1,2002,10
"2766",2766,43,2,2002,2
"2767",2767,43,3,2002,17
"2768",2768,43,4,2002,24
"2769",2769,43,5,2002,86
"2770",2770,43,6,2002,183
"2771",2771,43,7,2002,125
"2772",2772,43,8,2002,58
"2773",2773,43,9,2002,19
"2774",2774,43,10,2002,4
"2775",2775,43,11,2002,1
"2776",2776,44,1,2002,14
"2777",2777,44,2,2002,23
"2778",2778,44,3,2002,28
"2779",2779,44,4,2002,62
"2780",2780,44,5,2002,181
"2781",2781,44,6,2002,232
"2782",2782,44,7,2002,153
"2783",2783,44,8,2002,145
"2784",2784,44,9,2002,119
"2785",2785,44,10,2002,141
"2786",2786,44,11,2002,74
"2787",2787,44,12,2002,63
"2788",2788,45,1,2002,5
"2789",2789,45,2,2002,8
"2790",2790,45,3,2002,28
"2791",2791,45,4,2002,67
"2792",2792,45,5,2002,140
"2793",2793,45,6,2002,282
"2794",2794,45,7,2002,255
"2795",2795,45,8,2002,154
"2796",2796,45,9,2002,128
"2797",2797,45,10,2002,72
"2798",2798,45,11,2002,53
"2799",2799,45,12,2002,53
"2800",2800,46,1,2002,18
"2801",2801,46,2,2002,31
"2802",2802,46,3,2002,62
"2803",2803,46,4,2002,135
"2804",2804,46,5,2002,282
"2805",2805,46,6,2002,342
"2806",2806,46,7,2002,213
"2807",2807,46,8,2002,64
"2808",2808,46,9,2002,30
"2809",2809,46,10,2002,32
"2810",2810,46,11,2002,25
"2811",2811,46,12,2002,31
"2812",2812,47,1,2002,3
"2813",2813,47,3,2002,8
"2814",2814,47,4,2002,39
"2815",2815,47,5,2002,68
"2816",2816,47,6,2002,145
"2817",2817,47,7,2002,157
"2818",2818,47,8,2002,77
"2819",2819,47,9,2002,41
"2820",2820,47,10,2002,14
"2821",2821,47,11,2002,15
"2822",2822,47,12,2002,22
"2823",2823,48,1,2002,6
"2824",2824,48,3,2002,19
"2825",2825,48,4,2002,46
"2826",2826,48,5,2002,108
"2827",2827,48,6,2002,150
"2828",2828,48,7,2002,90
"2829",2829,48,8,2002,34
"2830",2830,48,9,2002,17
"2831",2831,48,10,2002,7
"2832",2832,48,11,2002,9
"2833",2833,48,12,2002,6
"2834",2834,49,2,2002,1
"2835",2835,49,3,2002,1
"2836",2836,49,4,2002,5
"2837",2837,49,5,2002,15
"2838",2838,49,6,2002,34
"2839",2839,49,7,2002,34
"2840",2840,49,8,2002,9
"2841",2841,49,9,2002,3
"2842",2842,49,10,2002,2
"2843",2843,49,11,2002,2
"2844",2844,49,12,2002,2
"2845",2845,50,3,2002,1
"2846",2846,50,4,2002,7
"2847",2847,50,5,2002,17
"2848",2848,50,6,2002,43
"2849",2849,50,7,2002,65
"2850",2850,50,8,2002,155
"2851",2851,50,9,2002,77
"2852",2852,50,10,2002,29
"2853",2853,50,11,2002,22
"2854",2854,50,12,2002,11
"2855",2855,51,1,2002,1
"2856",2856,51,2,2002,4
"2857",2857,51,3,2002,1
"2858",2858,51,4,2002,4
"2859",2859,51,5,2002,9
"2860",2860,51,6,2002,18
"2861",2861,51,7,2002,25
"2862",2862,51,8,2002,48
"2863",2863,51,9,2002,9
"2864",2864,51,10,2002,8
"2865",2865,51,11,2002,6
"2866",2866,51,12,2002,4
"2867",2867,52,1,2002,2
"2868",2868,52,2,2002,7
"2869",2869,52,3,2002,7
"2870",2870,52,4,2002,13
"2871",2871,52,5,2002,44
"2872",2872,52,6,2002,104
"2873",2873,52,7,2002,95
"2874",2874,52,8,2002,69
"2875",2875,52,9,2002,22
"2876",2876,52,10,2002,9
"2877",2877,52,11,2002,9
"2878",2878,52,12,2002,6
"2879",2879,53,1,2002,41
"2880",2880,53,2,2002,72
"2881",2881,53,3,2002,68
"2882",2882,53,4,2002,37
"2883",2883,53,5,2002,31
"2884",2884,53,6,2002,64
"2885",2885,53,7,2002,82
"2886",2886,53,8,2002,74
"2887",2887,53,9,2002,27
"2888",2888,53,10,2002,15
"2889",2889,53,11,2002,15
"2890",2890,53,12,2002,5
"2891",2891,54,1,2002,7
"2892",2892,54,2,2002,24
"2893",2893,54,3,2002,88
"2894",2894,54,4,2002,118
"2895",2895,54,5,2002,66
"2896",2896,54,6,2002,90
"2897",2897,54,7,2002,58
"2898",2898,54,8,2002,54
"2899",2899,54,9,2002,34
"2900",2900,54,10,2002,10
"2901",2901,54,11,2002,5
"2902",2902,54,12,2002,9
"2903",2903,55,4,2002,6
"2904",2904,55,5,2002,16
"2905",2905,55,6,2002,28
"2906",2906,55,7,2002,18
"2907",2907,55,8,2002,6
"2908",2908,55,9,2002,7
"2909",2909,55,10,2002,2
"2910",2910,55,11,2002,3
"2911",2911,55,12,2002,2
"2912",2912,56,3,2002,1
"2913",2913,56,4,2002,3
"2914",2914,56,5,2002,13
"2915",2915,56,6,2002,47
"2916",2916,56,7,2002,42
"2917",2917,56,8,2002,23
"2918",2918,56,9,2002,7
"2919",2919,56,10,2002,3
"2920",2920,56,11,2002,2
"2921",2921,57,5,2002,34
"2922",2922,57,6,2002,59
"2923",2923,57,7,2002,54
"2924",2924,57,8,2002,26
"2925",2925,57,9,2002,23
"2926",2926,57,10,2002,5
"2927",2927,57,11,2002,2
"2928",2928,57,12,2002,1
"2929",2929,58,4,2002,2
"2930",2930,58,6,2002,4
"2931",2931,58,7,2002,10
"2932",2932,58,8,2002,5
"2933",2933,58,9,2002,2
"2934",2934,58,10,2002,2
"2935",2935,58,11,2002,2
"2936",2936,58,12,2002,1
"2937",2937,60,1,2002,36
"2938",2938,60,2,2002,54
"2939",2939,60,3,2002,86
"2940",2940,60,4,2002,54
"2941",2941,60,5,2002,55
"2942",2942,60,6,2002,141
"2943",2943,60,7,2002,144
"2944",2944,60,8,2002,163
"2945",2945,60,9,2002,138
"2946",2946,60,10,2002,133
"2947",2947,60,11,2002,88
"2948",2948,60,12,2002,72
"2949",2949,61,1,2002,6
"2950",2950,61,2,2002,5
"2951",2951,61,3,2002,17
"2952",2952,61,4,2002,34
"2953",2953,61,5,2002,63
"2954",2954,61,6,2002,90
"2955",2955,61,7,2002,129
"2956",2956,61,8,2002,79
"2957",2957,61,9,2002,32
"2958",2958,61,10,2002,15
"2959",2959,61,11,2002,10
"2960",2960,61,12,2002,7
"2961",2961,62,1,2002,30
"2962",2962,62,2,2002,50
"2963",2963,62,3,2002,88
"2964",2964,62,4,2002,73
"2965",2965,62,5,2002,119
"2966",2966,62,6,2002,176
"2967",2967,62,7,2002,147
"2968",2968,62,8,2002,74
"2969",2969,62,9,2002,35
"2970",2970,62,10,2002,37
"2971",2971,62,11,2002,23
"2972",2972,62,12,2002,17
"2973",2973,63,1,2002,11
"2974",2974,63,2,2002,19
"2975",2975,63,3,2002,18
"2976",2976,63,4,2002,18
"2977",2977,63,5,2002,58
"2978",2978,63,6,2002,130
"2979",2979,63,7,2002,92
"2980",2980,63,8,2002,63
"2981",2981,63,9,2002,28
"2982",2982,63,10,2002,8
"2983",2983,63,11,2002,10
"2984",2984,64,1,2002,8
"2985",2985,64,2,2002,13
"2986",2986,64,3,2002,32
"2987",2987,64,4,2002,51
"2988",2988,64,5,2002,54
"2989",2989,64,6,2002,91
"2990",2990,64,7,2002,80
"2991",2991,64,8,2002,74
"2992",2992,64,9,2002,26
"2993",2993,64,10,2002,16
"2994",2994,64,11,2002,11
"2995",2995,64,12,2002,7
"2996",2996,65,1,2002,22
"2997",2997,65,2,2002,28
"2998",2998,65,3,2002,32
"2999",2999,65,4,2002,53
"3000",3000,65,5,2002,132
"3001",3001,65,6,2002,200
"3002",3002,65,7,2002,133
"3003",3003,65,8,2002,136
"3004",3004,65,9,2002,91
"3005",3005,65,10,2002,47
"3006",3006,65,11,2002,45
"3007",3007,65,12,2002,31
"3008",3008,66,1,2002,17
"3009",3009,66,2,2002,30
"3010",3010,66,3,2002,40
"3011",3011,66,4,2002,31
"3012",3012,66,5,2002,33
"3013",3013,66,6,2002,68
"3014",3014,66,7,2002,74
"3015",3015,66,8,2002,57
"3016",3016,66,9,2002,49
"3017",3017,66,10,2002,66
"3018",3018,66,11,2002,36
"3019",3019,66,12,2002,31
"3020",3020,67,1,2002,41
"3021",3021,67,2,2002,55
"3022",3022,67,3,2002,54
"3023",3023,67,4,2002,175
"3024",3024,67,5,2002,333
"3025",3025,67,6,2002,567
"3026",3026,67,7,2002,244
"3027",3027,67,8,2002,148
"3028",3028,67,9,2002,67
"3029",3029,67,10,2002,40
"3030",3030,67,11,2002,22
"3031",3031,67,12,2002,10
"3032",3032,70,1,2002,42
"3033",3033,70,2,2002,39
"3034",3034,70,3,2002,48
"3035",3035,70,4,2002,51
"3036",3036,70,5,2002,70
"3037",3037,70,6,2002,124
"3038",3038,70,7,2002,158
"3039",3039,70,8,2002,195
"3040",3040,70,9,2002,151
"3041",3041,70,10,2002,130
"3042",3042,70,11,2002,84
"3043",3043,70,12,2002,58
"3044",3044,71,1,2002,48
"3045",3045,71,2,2002,34
"3046",3046,71,3,2002,34
"3047",3047,71,4,2002,33
"3048",3048,71,5,2002,41
"3049",3049,71,6,2002,57
"3050",3050,71,7,2002,34
"3051",3051,71,8,2002,45
"3052",3052,71,9,2002,46
"3053",3053,71,10,2002,60
"3054",3054,71,11,2002,44
"3055",3055,71,12,2002,49
"3056",3056,72,1,2002,34
"3057",3057,72,2,2002,43
"3058",3058,72,3,2002,36
"3059",3059,72,4,2002,33
"3060",3060,72,5,2002,39
"3061",3061,72,6,2002,43
"3062",3062,72,7,2002,43
"3063",3063,72,8,2002,33
"3064",3064,72,9,2002,27
"3065",3065,72,10,2002,23
"3066",3066,72,11,2002,45
"3067",3067,72,12,2002,57
"3068",3068,73,1,2002,62
"3069",3069,73,2,2002,50
"3070",3070,73,3,2002,52
"3071",3071,73,4,2002,45
"3072",3072,73,5,2002,42
"3073",3073,73,6,2002,91
"3074",3074,73,7,2002,147
"3075",3075,73,8,2002,145
"3076",3076,73,9,2002,81
"3077",3077,73,10,2002,100
"3078",3078,73,11,2002,67
"3079",3079,73,12,2002,26
"3080",3080,74,1,2002,67
"3081",3081,74,2,2002,44
"3082",3082,74,3,2002,26
"3083",3083,74,4,2002,48
"3084",3084,74,5,2002,53
"3085",3085,74,6,2002,66
"3086",3086,74,7,2002,66
