"","ISO","date_sick_month","date_sick_year","count"
"107",19,1,1999,27
"108",19,2,1999,11
"109",19,3,1999,22
"110",19,4,1999,15
"111",19,5,1999,19
"112",19,6,1999,45
"113",19,7,1999,36
"114",19,8,1999,30
"115",19,9,1999,11
"116",19,10,1999,14
"117",19,11,1999,6
"118",19,12,1999,4
"119",20,1,1999,23
"120",20,2,1999,13
"121",20,3,1999,38
"122",20,4,1999,21
"123",20,5,1999,51
"124",20,6,1999,48
"125",20,7,1999,42
"126",20,8,1999,25
"127",20,9,1999,18
"128",20,10,1999,17
"129",20,11,1999,8
"130",20,12,1999,3
"131",21,1,1999,3
"132",21,2,1999,6
"133",21,3,1999,5
"134",21,4,1999,8
"135",21,5,1999,17
"136",21,6,1999,32
"137",21,7,1999,17
"138",21,8,1999,11
"139",21,9,1999,10
"140",21,10,1999,8
"141",21,11,1999,12
"142",21,12,1999,8
"143",22,1,1999,4
"144",22,2,1999,2
"145",22,3,1999,1
"146",22,4,1999,9
"147",22,5,1999,10
"148",22,6,1999,14
"149",22,7,1999,13
"150",22,8,1999,6
"151",22,9,1999,2
"152",22,10,1999,3
"153",22,11,1999,1
"154",22,12,1999,1
"155",23,1,1999,3
"156",23,3,1999,10
"157",23,4,1999,2
"158",23,5,1999,2
"159",23,6,1999,2
"160",23,7,1999,4
"161",23,8,1999,1
"162",23,9,1999,3
"163",23,12,1999,1
"164",24,1,1999,7
"165",24,2,1999,4
"166",24,3,1999,20
"167",24,4,1999,9
"168",24,5,1999,40
"169",24,6,1999,47
"170",24,7,1999,40
"171",24,8,1999,34
"172",24,9,1999,27
"173",24,10,1999,11
"174",24,11,1999,14
"175",24,12,1999,4
"176",25,1,1999,4
"177",25,2,1999,2
"178",25,3,1999,14
"179",25,4,1999,10
"180",25,5,1999,14
"181",25,6,1999,27
"182",25,7,1999,24
"183",25,8,1999,14
"184",25,9,1999,6
"185",25,10,1999,4
"186",25,12,1999,2
"187",26,1,1999,2
"188",26,2,1999,5
"189",26,3,1999,10
"190",26,4,1999,15
"191",26,5,1999,26
"192",26,6,1999,7
"193",26,7,1999,25
"194",26,8,1999,11
"195",26,9,1999,5
"196",26,10,1999,1
"197",26,11,1999,2
"198",27,2,1999,2
"199",27,3,1999,4
"200",27,4,1999,4
"201",27,5,1999,11
"202",27,6,1999,24
"203",27,7,1999,9
"204",27,8,1999,5
"205",27,9,1999,4
"206",27,11,1999,1
"207",27,12,1999,1
"208",30,1,1999,10
"209",30,2,1999,8
"210",30,3,1999,23
"211",30,4,1999,17
"212",30,5,1999,31
"213",30,6,1999,33
"214",30,7,1999,40
"215",30,8,1999,26
"216",30,9,1999,25
"217",30,10,1999,14
"218",30,11,1999,3
"219",31,2,1999,5
"220",31,3,1999,7
"221",31,4,1999,9
"222",31,5,1999,21
"223",31,6,1999,29
"224",31,7,1999,32
"225",31,8,1999,17
"226",31,9,1999,11
"227",31,10,1999,3
"228",31,11,1999,2
"229",31,12,1999,1
"230",32,1,1999,6
"231",32,2,1999,7
"232",32,3,1999,13
"233",32,4,1999,10
"234",32,5,1999,31
"235",32,6,1999,34
"236",32,7,1999,16
"237",32,8,1999,10
"238",32,9,1999,5
"239",32,10,1999,5
"240",32,11,1999,4
"241",33,1,1999,2
"242",33,2,1999,15
"243",33,3,1999,31
"244",33,4,1999,34
"245",33,5,1999,76
"246",33,6,1999,90
"247",33,7,1999,46
"248",33,8,1999,21
"249",33,9,1999,15
"250",33,10,1999,5
"251",33,11,1999,1
"252",34,1,1999,16
"253",34,2,1999,22
"254",34,3,1999,31
"255",34,4,1999,33
"256",34,5,1999,31
"257",34,6,1999,28
"258",34,7,1999,20
"259",34,8,1999,19
"260",34,9,1999,10
"261",34,10,1999,5
"262",34,11,1999,2
"263",35,2,1999,4
"264",35,3,1999,5
"265",35,4,1999,4
"266",35,5,1999,31
"267",35,6,1999,27
"268",35,7,1999,18
"269",35,8,1999,3
"270",35,9,1999,1
"271",36,1,1999,3
"272",36,2,1999,5
"273",36,3,1999,8
"274",36,4,1999,15
"275",36,5,1999,48
"276",36,6,1999,42
"277",36,7,1999,21
"278",36,8,1999,9
"279",36,9,1999,6
"280",36,10,1999,4
"281",36,11,1999,2
"282",36,12,1999,3
"283",37,3,1999,3
"284",37,4,1999,14
"285",37,5,1999,24
"286",37,6,1999,13
"287",37,7,1999,4
"288",37,8,1999,4
"289",37,9,1999,1
"290",37,10,1999,1
"291",37,11,1999,1
"292",39,2,1999,2
"293",39,3,1999,6
"294",39,4,1999,2
"295",39,5,1999,3
"296",39,6,1999,13
"297",39,7,1999,1
"298",40,1,1999,33
"299",40,2,1999,42
"300",40,3,1999,34
"301",40,4,1999,35
"302",40,5,1999,48
"303",40,6,1999,76
"304",40,7,1999,35
"305",40,8,1999,23
"306",40,9,1999,19
"307",40,10,1999,22
"308",40,11,1999,15
"309",40,12,1999,6
"310",41,1,1999,7
"311",41,2,1999,11
"312",41,3,1999,13
"313",41,4,1999,11
"314",41,5,1999,26
"315",41,6,1999,35
"316",41,7,1999,8
"317",41,8,1999,1
"318",41,9,1999,2
"319",41,10,1999,2
"320",41,12,1999,1
"321",42,1,1999,2
"322",42,3,1999,2
"323",42,4,1999,2
"324",42,5,1999,17
"325",42,6,1999,8
"326",42,7,1999,7
"327",42,8,1999,5
"328",42,10,1999,5
"329",43,1,1999,5
"330",43,2,1999,5
"331",43,3,1999,4
"332",43,4,1999,13
"333",43,5,1999,35
"334",43,6,1999,32
"335",43,7,1999,25
"336",43,8,1999,5
"337",43,9,1999,6
"338",44,1,1999,5
"339",44,2,1999,5
"340",44,3,1999,11
"341",44,4,1999,13
"342",44,5,1999,26
"343",44,6,1999,46
"344",44,7,1999,17
"345",44,8,1999,4
"346",44,9,1999,5
"347",44,10,1999,3
"348",44,11,1999,6
"349",44,12,1999,1
"350",45,1,1999,12
"351",45,2,1999,33
"352",45,3,1999,32
"353",45,4,1999,21
"354",45,5,1999,44
"355",45,6,1999,57
"356",45,7,1999,28
"357",45,8,1999,12
"358",45,9,1999,7
"359",45,10,1999,3
"360",45,11,1999,1
"361",46,1,1999,16
"362",46,2,1999,15
"363",46,3,1999,23
"364",46,4,1999,24
"365",46,5,1999,87
"366",46,6,1999,31
"367",46,7,1999,25
"368",46,8,1999,11
"369",46,9,1999,7
"370",46,10,1999,6
"371",46,11,1999,2
"372",47,1,1999,8
"373",47,2,1999,10
"374",47,3,1999,4
"375",47,4,1999,8
"376",47,5,1999,35
"377",47,6,1999,50
"378",47,7,1999,12
"379",47,8,1999,7
"380",47,9,1999,4
"381",47,10,1999,1
"382",48,1,1999,10
"383",48,2,1999,15
"384",48,3,1999,23
"385",48,4,1999,37
"386",48,5,1999,27
"387",48,6,1999,16
"388",48,7,1999,4
"389",48,8,1999,1
"390",49,2,1999,3
"391",49,3,1999,7
"392",49,4,1999,4
"393",49,5,1999,6
"394",49,6,1999,5
"395",49,7,1999,15
"396",50,1,1999,15
"397",50,2,1999,7
"398",50,3,1999,26
"399",50,4,1999,62
"400",50,5,1999,126
"401",50,6,1999,208
"402",50,7,1999,106
"403",50,8,1999,25
"404",50,9,1999,14
"405",50,10,1999,4
"406",50,11,1999,7
"407",50,12,1999,1
"408",51,1,1999,4
"409",51,2,1999,3
"410",51,3,1999,4
"411",51,4,1999,2
"412",51,5,1999,10
"413",51,6,1999,15
"414",51,7,1999,17
"415",51,8,1999,3
"416",52,1,1999,6
"417",52,2,1999,13
"418",52,3,1999,13
"419",52,4,1999,14
"420",52,5,1999,90
"421",52,6,1999,76
"422",52,7,1999,55
"423",52,8,1999,11
"424",52,9,1999,4
"425",52,10,1999,1
"426",53,1,1999,7
"427",53,2,1999,21
"428",53,3,1999,15
"429",53,4,1999,10
"430",53,5,1999,24
"431",53,6,1999,12
"432",53,7,1999,19
"433",53,8,1999,2
"434",53,9,1999,2
"435",53,10,1999,2
"436",53,11,1999,1
"437",54,3,1999,4
"438",54,4,1999,3
"439",54,5,1999,47
"440",54,6,1999,32
"441",54,7,1999,17
"442",54,8,1999,6
"443",54,9,1999,9
"444",54,10,1999,5
"445",55,3,1999,2
"446",55,4,1999,3
"447",55,5,1999,13
"448",55,6,1999,26
"449",55,7,1999,19
"450",55,8,1999,8
"451",55,9,1999,2
"452",55,10,1999,1
"453",55,11,1999,2
"454",56,2,1999,1
"455",56,3,1999,3
"456",56,4,1999,6
"457",56,5,1999,20
"458",56,6,1999,19
"459",56,7,1999,10
"460",56,8,1999,20
"461",56,9,1999,16
"462",57,1,1999,6
"463",57,2,1999,4
"464",57,3,1999,3
"465",57,4,1999,6
"466",57,5,1999,49
"467",57,6,1999,92
"468",57,7,1999,108
"469",57,8,1999,60
"470",57,9,1999,14
"471",57,10,1999,7
"472",57,11,1999,3
"473",57,12,1999,1
"474",58,1,1999,2
"475",58,3,1999,1
"476",58,4,1999,7
"477",58,5,1999,23
"478",58,6,1999,12
"479",58,7,1999,3
"480",58,8,1999,1
"481",58,10,1999,1
"482",60,1,1999,13
"483",60,2,1999,27
"484",60,3,1999,56
"485",60,4,1999,44
"486",60,5,1999,84
"487",60,6,1999,123
"488",60,7,1999,55
"489",60,8,1999,11
"490",60,9,1999,7
"491",60,10,1999,7
"492",60,11,1999,3
"493",60,12,1999,2
"494",61,1,1999,3
"495",61,2,1999,3
"496",61,3,1999,8
"497",61,4,1999,5
"498",61,5,1999,19
"499",61,6,1999,31
"500",61,7,1999,14
"501",61,8,1999,15
"502",61,9,1999,3
"503",61,10,1999,1
"504",61,11,1999,3
"505",61,12,1999,1
"506",62,1,1999,4
"507",62,2,1999,2
"508",62,3,1999,19
"509",62,4,1999,31
"510",62,5,1999,79
"511",62,6,1999,147
"512",62,7,1999,109
"513",62,8,1999,47
"514",62,9,1999,31
"515",62,10,1999,14
"516",62,11,1999,14
"517",62,12,1999,2
"518",63,1,1999,7
"519",63,2,1999,11
"520",63,3,1999,11
"521",63,4,1999,35
"522",63,5,1999,85
"523",63,6,1999,95
"524",63,7,1999,54
"525",63,8,1999,24
"526",63,9,1999,9
"527",63,10,1999,13
"528",63,11,1999,1
"529",63,12,1999,4
"530",64,1,1999,7
"531",64,2,1999,6
"532",64,3,1999,22
"533",64,4,1999,15
"534",64,5,1999,25
"535",64,6,1999,30
"536",64,7,1999,18
"537",64,8,1999,6
"538",64,9,1999,3
"539",64,10,1999,4
"540",64,11,1999,3
"541",65,1,1999,20
"542",65,2,1999,20
"543",65,3,1999,22
"544",65,4,1999,28
"545",65,5,1999,82
"546",65,6,1999,111
"547",65,7,1999,73
"548",65,8,1999,35
"549",65,9,1999,24
"550",65,10,1999,15
"551",65,11,1999,8
"552",65,12,1999,1
"553",66,1,1999,4
"554",66,2,1999,10
"555",66,3,1999,22
"556",66,4,1999,11
"557",66,5,1999,50
"558",66,6,1999,69
"559",66,7,1999,52
"560",66,8,1999,26
"561",66,9,1999,21
"562",66,10,1999,5
"563",66,11,1999,4
"564",67,1,1999,3
"565",67,2,1999,9
"566",67,3,1999,24
"567",67,4,1999,36
"568",67,5,1999,114
"569",67,6,1999,148
"570",67,7,1999,72
"571",67,8,1999,21
"572",67,9,1999,10
"573",67,10,1999,6
"574",67,11,1999,1
"575",67,12,1999,1
"576",70,1,1999,16
"577",70,2,1999,16
"578",70,3,1999,27
"579",70,4,1999,14
"580",70,5,1999,34
"581",70,6,1999,48
"582",70,7,1999,38
"583",70,8,1999,45
"584",70,9,1999,29
"585",70,10,1999,22
"586",70,11,1999,13
"587",70,12,1999,13
"588",71,1,1999,1
"589",71,2,1999,5
"590",71,3,1999,17
"591",71,4,1999,9
"592",71,5,1999,13
"593",71,6,1999,25
"594",71,7,1999,24
"595",71,8,1999,15
"596",71,9,1999,13
"597",71,10,1999,10
"598",71,11,1999,8
"599",71,12,1999,1
"600",72,1,1999,15
"601",72,2,1999,22
"602",72,3,1999,23
"603",72,4,1999,10
"604",72,5,1999,34
"605",72,6,1999,30
"606",72,7,1999,21
"607",72,8,1999,32
"608",72,9,1999,28
"609",72,10,1999,19
"610",72,11,1999,13
"611",72,12,1999,5
"612",73,1,1999,17
"613",73,2,1999,15
"614",73,3,1999,14
"615",73,4,1999,19
"616",73,5,1999,31
"617",73,6,1999,55
"618",73,7,1999,46
"619",73,8,1999,57
"620",73,9,1999,36
"621",73,10,1999,32
"622",73,11,1999,20
"623",73,12,1999,21
"624",74,1,1999,39
"625",74,2,1999,21
"626",74,3,1999,15
"627",74,4,1999,15
"628",74,5,1999,23
"629",74,6,1999,36
"630",74,7,1999,33
"631",74,8,1999,18
"632",74,9,1999,14
"633",74,10,1999,11
"634",74,11,1999,14
"635",74,12,1999,13
"636",75,4,1999,3
"637",75,5,1999,10
"638",75,6,1999,7
"639",75,7,1999,3
"640",75,8,1999,6
"641",75,9,1999,13
"642",75,10,1999,12
"643",75,11,1999,5
"644",75,12,1999,3
"645",76,2,1999,6
"646",76,3,1999,2
"647",76,4,1999,11
"648",76,5,1999,16
"649",76,6,1999,23
"650",76,7,1999,35
"651",76,8,1999,21
"652",76,9,1999,5
"653",76,10,1999,8
"654",76,11,1999,3
"655",76,12,1999,3
"656",77,1,1999,12
"657",77,2,1999,10
"658",77,3,1999,13
"659",77,4,1999,14
"660",77,5,1999,12
"661",77,6,1999,18
"662",77,7,1999,19
"663",77,8,1999,7
"664",77,9,1999,6
"665",77,10,1999,5
"666",77,11,1999,1
"667",77,12,1999,3
"668",80,1,1999,24
"669",80,2,1999,14
"670",80,3,1999,16
"671",80,4,1999,3
"672",80,5,1999,10
"673",80,6,1999,3
"674",80,7,1999,11
"675",80,8,1999,1
"676",80,9,1999,2
"677",80,10,1999,2
"678",80,11,1999,9
"679",80,12,1999,2
"680",81,1,1999,17
"681",81,2,1999,8
"682",81,3,1999,7
"683",81,4,1999,21
"684",81,5,1999,19
"685",81,6,1999,23
"686",81,7,1999,16
"687",81,8,1999,6
"688",81,9,1999,7
"689",81,10,1999,4
"690",81,11,1999,6
"691",82,1,1999,4
"692",82,2,1999,6
"693",82,3,1999,4
"694",82,4,1999,4
"695",82,5,1999,2
"696",82,6,1999,4
"697",82,7,1999,2
"698",82,8,1999,2
"699",82,11,1999,1
"700",83,1,1999,19
"701",83,2,1999,13
"702",83,3,1999,28
"703",83,4,1999,23
"704",83,5,1999,21
"705",83,6,1999,15
"706",83,7,1999,8
"707",83,8,1999,2
"708",83,9,1999,2
"709",83,10,1999,5
"710",83,11,1999,3
"711",83,12,1999,2
"712",84,1,1999,29
"713",84,2,1999,30
"714",84,3,1999,23
"715",84,4,1999,22
"716",84,5,1999,40
"717",84,6,1999,46
"718",84,7,1999,25
"719",84,8,1999,24
"720",84,9,1999,10
"721",84,10,1999,11
"722",84,11,1999,8
"723",84,12,1999,5
"724",85,1,1999,3
"725",85,2,1999,5
"726",85,3,1999,2
"727",85,5,1999,1
"728",85,6,1999,1
"729",85,8,1999,2
"730",85,9,1999,1
"731",85,10,1999,1
"732",85,11,1999,2
"733",85,12,1999,1
"734",86,1,1999,5
"735",86,2,1999,1
"736",86,3,1999,5
"737",86,4,1999,7
"738",86,5,1999,5
"739",86,6,1999,1
"740",86,7,1999,1
"741",86,8,1999,5
"742",86,9,1999,4
"743",86,10,1999,1
"744",86,11,1999,1
"745",90,1,1999,53
"746",90,2,1999,41
"747",90,3,1999,31
"748",90,4,1999,17
"749",90,5,1999,12
"750",90,6,1999,18
"751",90,7,1999,12
"752",90,8,1999,11
"753",90,9,1999,4
"754",90,10,1999,3
"755",90,11,1999,13
"756",90,12,1999,6
"757",91,3,1999,1
"758",91,7,1999,1
"759",91,11,1999,1
"760",92,1,1999,13
"761",92,2,1999,4
"762",92,3,1999,3
"763",92,4,1999,5
"764",92,5,1999,5
"765",92,6,1999,5
"766",92,7,1999,1
"767",92,8,1999,4
"768",92,10,1999,2
"769",92,11,1999,3
"770",92,12,1999,2
"771",93,1,1999,6
"772",93,2,1999,7
"773",93,3,1999,2
"774",93,4,1999,1
"775",93,5,1999,3
"776",93,6,1999,3
"777",93,7,1999,1
"778",93,8,1999,3
"779",93,9,1999,1
"780",93,10,1999,1
"781",93,11,1999,4
"782",94,1,1999,12
"783",94,2,1999,4
"784",94,3,1999,5
"785",94,4,1999,5
"786",94,5,1999,5
"787",94,6,1999,14
"788",94,7,1999,3
"789",94,8,1999,4
"790",94,9,1999,9
"791",94,10,1999,5
"792",94,11,1999,4
"793",94,12,1999,2
"794",95,1,1999,32
"795",95,2,1999,26
"796",95,3,1999,6
"797",95,4,1999,8
"798",95,5,1999,6
"799",95,6,1999,8
"800",95,7,1999,3
"801",95,8,1999,2
"802",95,9,1999,2
"803",95,10,1999,1
"804",95,11,1999,4
"805",95,12,1999,1
"806",96,1,1999,34
"807",96,2,1999,7
"808",96,3,1999,7
"809",96,4,1999,5
"810",96,5,1999,9
"811",96,6,1999,11
"812",96,7,1999,8
"813",96,8,1999,13
"814",96,9,1999,7
"815",96,10,1999,6
"816",96,11,1999,3
"817",96,12,1999,5
"818",10,1,2000,185
"819",10,2,2000,107
"820",10,3,2000,165
"821",10,4,2000,110
"822",10,5,2000,236
"823",10,6,2000,341
"824",10,7,2000,472
"825",10,8,2000,605
"826",10,9,2000,569
"827",10,10,2000,571
"828",10,11,2000,631
"829",10,12,2000,629
"830",11,1,2000,12
"831",11,2,2000,17
"832",11,3,2000,16
"833",11,4,2000,3
"834",11,5,2000,19
"835",11,6,2000,22
"836",11,7,2000,24
"837",11,8,2000,56
"838",11,9,2000,24
"839",11,10,2000,52
"840",11,11,2000,65
"841",11,12,2000,65
"842",12,1,2000,10
"843",12,2,2000,8
"844",12,3,2000,10
"845",12,4,2000,5
"846",12,5,2000,11
"847",12,6,2000,22
"848",12,7,2000,27
"849",12,8,2000,41
"850",12,9,2000,46
"851",12,10,2000,55
"852",12,11,2000,72
"853",12,12,2000,58
"854",13,1,2000,9
"855",13,2,2000,9
"856",13,3,2000,5
"857",13,4,2000,8
"858",13,5,2000,7
"859",13,6,2000,10
"860",13,7,2000,26
"861",13,8,2000,41
"862",13,9,2000,52
"863",13,10,2000,25
"864",13,11,2000,39
"865",13,12,2000,33
"866",14,1,2000,6
"867",14,2,2000,7
"868",14,3,2000,8
"869",14,4,2000,7
"870",14,5,2000,20
"871",14,6,2000,37
"872",14,7,2000,29
"873",14,8,2000,43
"874",14,9,2000,32
"875",14,10,2000,25
"876",14,11,2000,18
"877",14,12,2000,10
"878",15,1,2000,3
"879",15,2,2000,5
"880",15,3,2000,1
"881",15,5,2000,3
"882",15,6,2000,12
"883",15,7,2000,20
"884",15,8,2000,7
"885",15,9,2000,8
"886",15,10,2000,25
"887",15,11,2000,13
"888",15,12,2000,18
"889",16,1,2000,9
"890",16,2,2000,8
"891",16,3,2000,9
"892",16,4,2000,7
"893",16,5,2000,21
"894",16,6,2000,57
"895",16,7,2000,47
"896",16,8,2000,35
"897",16,9,2000,27
"898",16,10,2000,37
"899",16,11,2000,27
"900",16,12,2000,35
"901",17,4,2000,1
"902",17,5,2000,8
"903",17,6,2000,5
"904",17,7,2000,6
"905",17,8,2000,13
"906",17,9,2000,7
"907",17,10,2000,12
"908",17,11,2000,8
"909",17,12,2000,1
"910",18,1,2000,4
"911",18,2,2000,2
"912",18,3,2000,1
"913",18,4,2000,2
"914",18,5,2000,4
"915",18,6,2000,8
"916",18,7,2000,8
"917",18,8,2000,5
"918",18,9,2000,8
"919",18,10,2000,11
"920",18,11,2000,15
"921",18,12,2000,5
"922",19,1,2000,6
"923",19,2,2000,9
"924",19,3,2000,4
"925",19,4,2000,6
"926",19,5,2000,24
"927",19,6,2000,51
"928",19,7,2000,20
"929",19,8,2000,31
"930",19,9,2000,4
"931",20,1,2000,10
"932",20,2,2000,8
"933",20,3,2000,6
"934",20,4,2000,5
"935",20,5,2000,21
"936",20,6,2000,34
"937",20,7,2000,70
"938",20,8,2000,93
"939",20,9,2000,67
"940",20,10,2000,55
"941",20,11,2000,77
"942",20,12,2000,122
"943",21,1,2000,4
"944",21,2,2000,8
"945",21,3,2000,12
"946",21,4,2000,15
"947",21,5,2000,25
"948",21,6,2000,25
"949",21,7,2000,31
"950",21,8,2000,24
"951",21,9,2000,15
"952",21,10,2000,18
"953",21,11,2000,20
"954",21,12,2000,26
"955",22,1,2000,1
"956",22,2,2000,1
"957",22,5,2000,26
"958",22,6,2000,10
"959",22,7,2000,8
"960",22,8,2000,5
"961",22,9,2000,6
"962",22,10,2000,1
"963",22,11,2000,1
"964",22,12,2000,1
"965",23,1,2000,2
"966",23,2,2000,3
"967",23,3,2000,4
"968",23,4,2000,4
"969",23,5,2000,10
"970",23,6,2000,7
"971",23,7,2000,7
"972",23,8,2000,5
"973",23,9,2000,1
"974",24,1,2000,6
"975",24,2,2000,3
"976",24,3,2000,9
"977",24,4,2000,14
"978",24,5,2000,36
"979",24,6,2000,64
"980",24,7,2000,71
"981",24,8,2000,54
"982",24,9,2000,32
"983",24,10,2000,29
"984",24,11,2000,31
"985",24,12,2000,7
"986",25,3,2000,7
"987",25,4,2000,16
"988",25,5,2000,39
"989",25,6,2000,48
"990",25,7,2000,38
"991",25,8,2000,20
"992",25,9,2000,5
"993",25,10,2000,8
"994",25,11,2000,10
"995",25,12,2000,4
"996",26,1,2000,1
"997",26,3,2000,1
"998",26,4,2000,7
"999",26,5,2000,13
"1000",26,6,2000,11
"1001",26,7,2000,20
"1002",26,8,2000,9
"1003",26,9,2000,1
"1004",26,10,2000,1
"1005",26,11,2000,4
"1006",27,1,2000,2
"1007",27,2,2000,1
"1008",27,3,2000,3
"1009",27,4,2000,5
"1010",27,5,2000,10
"1011",27,6,2000,17
"1012",27,7,2000,24
"1013",27,8,2000,27
"1014",27,9,2000,7
"1015",27,10,2000,10
"1016",27,11,2000,4
"1017",27,12,2000,5
"1018",30,1,2000,1
"1019",30,2,2000,3
"1020",30,3,2000,5
"1021",30,4,2000,7
"1022",30,5,2000,22
"1023",30,6,2000,35
"1024",30,7,2000,35
"1025",30,8,2000,32
"1026",30,9,2000,17
"1027",30,10,2000,18
"1028",30,11,2000,4
"1029",30,12,2000,6
"1030",31,1,2000,2
"1031",31,3,2000,4
"1032",31,4,2000,6
"1033",31,5,2000,29
"1034",31,6,2000,52
"1035",31,7,2000,26
"1036",31,8,2000,12
"1037",31,9,2000,4
"1038",31,10,2000,9
"1039",31,11,2000,9
"1040",31,12,2000,14
"1041",32,1,2000,2
"1042",32,2,2000,1
"1043",32,5,2000,15
"1044",32,6,2000,15
"1045",32,7,2000,28
"1046",32,8,2000,14
"1047",32,9,2000,2
"1048",32,10,2000,9
"1049",32,11,2000,1
"1050",33,3,2000,6
"1051",33,4,2000,12
"1052",33,5,2000,40
"1053",33,6,2000,78
"1054",33,7,2000,34
"1055",33,8,2000,8
"1056",33,9,2000,1
"1057",33,12,2000,1
"1058",34,1,2000,1
"1059",34,2,2000,4
"1060",34,3,2000,1
"1061",34,4,2000,3
"1062",34,5,2000,6
"1063",34,6,2000,15
"1064",34,7,2000,8
"1065",34,9,2000,2
"1066",34,10,2000,2
"1067",34,11,2000,5
"1068",34,12,2000,1
"1069",35,4,2000,2
"1070",35,5,2000,4
"1071",35,6,2000,6
"1072",35,7,2000,4
"1073",35,8,2000,1
"1074",35,10,2000,1
"1075",35,11,2000,1
"1076",35,12,2000,1
"1077",36,5,2000,8
"1078",36,6,2000,7
"1079",36,7,2000,12
"1080",36,8,2000,2
"1081",36,9,2000,6
"1082",36,10,2000,5
"1083",36,11,2000,1
"1084",37,3,2000,7
"1085",37,4,2000,6
"1086",37,5,2000,10
"1087",37,6,2000,7
"1088",37,7,2000,1
"1089",37,8,2000,1
"1090",37,11,2000,1
"1091",39,5,2000,3
"1092",39,6,2000,1
"1093",39,7,2000,3
"1094",39,8,2000,1
"1095",40,1,2000,2
"1096",40,2,2000,4
"1097",40,3,2000,2
"1098",40,4,2000,1
"1099",40,5,2000,20
"1100",40,6,2000,19
"1101",40,7,2000,23
"1102",40,8,2000,5
"1103",40,9,2000,4
"1104",40,10,2000,7
"1105",40,11,2000,4
"1106",40,12,2000,7
"1107",41,1,2000,1
"1108",41,4,2000,1
"1109",41,5,2000,5
"1110",41,6,2000,10
"1111",41,7,2000,9
"1112",41,8,2000,3
"1113",41,9,2000,3
"1114",41,12,2000,1
"1115",42,5,2000,10
"1116",42,6,2000,6
"1117",42,7,2000,8
"1118",42,9,2000,2
"1119",42,10,2000,2
"1120",42,12,2000,1
"1121",43,4,2000,1
"1122",43,5,2000,7
"1123",43,6,2000,22
"1124",43,7,2000,10
"1125",43,8,2000,2
"1126",43,10,2000,1
"1127",43,12,2000,1
"1128",44,1,2000,2
"1129",44,4,2000,1
"1130",44,5,2000,7
"1131",44,6,2000,5
"1132",44,7,2000,1
"1133",44,8,2000,1
"1134",44,9,2000,1
"1135",44,10,2000,1
"1136",44,11,2000,3
"1137",44,12,2000,8
"1138",45,4,2000,3
"1139",45,5,2000,6
"1140",45,6,2000,19
"1141",45,7,2000,13
"1142",45,8,2000,6
"1143",45,10,2000,3
"1144",45,11,2000,1
"1145",45,12,2000,4
"1146",46,1,2000,1
"1147",46,3,2000,3
"1148",46,4,2000,1
"1149",46,5,2000,12
"1150",46,6,2000,5
